Test Fly: hl_mc_fly_line, height at 1.5meter
Date:  2024-01-09
logging-rate: 10
-0.6879103183746338 -0.01421475037932396 -0.29471105337142944
-0.6868700385093689 -0.011316538788378239 -0.2940501272678375
-0.6879929900169373 -0.01171946432441473 -0.2948607802391052
-0.6877450346946716 -0.010518046095967293 -0.2966710925102234
-0.6845159530639648 -0.01706637069582939 -0.2973971366882324
-0.6846059560775757 -0.01614994928240776 -0.2942407429218292
-0.6837620735168457 -0.020198723301291466 -0.29463812708854675
-0.6821516156196594 -0.017121439799666405 -0.2936100661754608
-0.6822182536125183 -0.019146498292684555 -0.2951326370239258
-0.6817930936813354 -0.016703683882951736 -0.29363197088241577
-0.6779367327690125 -0.02312661148607731 -0.2932664752006531
-0.6804790496826172 -0.024945037439465523 -0.2957812249660492
-0.6809389591217041 -0.03287363797426224 -0.2973801791667938
-0.6783617734909058 -0.029905179515480995 -0.29427090287208557
-0.6791916489601135 -0.03221452608704567 -0.29608792066574097
-0.6811290979385376 -0.03406468406319618 -0.298039972782135
-0.6844044923782349 -0.03820357844233513 -0.2994557023048401
-0.6806666254997253 -0.032647036015987396 -0.2983490824699402
-0.6797842979431152 -0.04118064418435097 -0.2996310889720917
-0.6756507754325867 -0.03568189591169357 -0.2985466718673706
-0.6798378825187683 -0.040406838059425354 -0.3001677691936493
-0.6763418912887573 -0.03550463542342186 -0.29882514476776123
-0.6745983958244324 -0.042800262570381165 -0.30259695649147034
-0.6699318289756775 -0.05029371380805969 -0.30284395813941956
-0.6762616634368896 -0.04645581543445587 -0.30560046434402466
-0.6728919744491577 -0.043058570474386215 -0.3018220365047455
-0.6798664331436157 -0.03926663473248482 -0.3044840395450592
-0.6775065064430237 -0.03634204715490341 -0.3016335368156433
-0.6844930648803711 -0.03375237435102463 -0.3032206594944
-0.6811614632606506 -0.039779312908649445 -0.3040962815284729
-0.6878661513328552 -0.03650176525115967 -0.30683425068855286
-0.6814612150192261 -0.03793647512793541 -0.30412009358406067
-0.6839895844459534 -0.03910185396671295 -0.3057074248790741
-0.6774548888206482 -0.04058011621236801 -0.30268797278404236
-0.684776246547699 -0.03699418529868126 -0.3044608235359192
-0.6893643736839294 -0.03405417129397392 -0.30445215106010437
-0.6889626979827881 -0.03090669773519039 -0.3029451370239258
-0.6855635643005371 -0.03680332377552986 -0.30306369066238403
-0.6849215626716614 -0.034499939531087875 -0.30214303731918335
-0.6891853213310242 -0.031056765466928482 -0.30255091190338135
-0.6857012510299683 -0.02593565732240677 -0.3008415400981903
-0.6875879764556885 -0.027965109795331955 -0.3015083372592926
-0.6870488524436951 -0.023805109784007072 -0.30037927627563477
-0.6880748271942139 -0.02455350011587143 -0.3009454309940338
-0.68794846534729 -0.0215782318264246 -0.29934123158454895
-0.6918646693229675 -0.017611799761652946 -0.2980543375015259
-0.6911121606826782 -0.014472364448010921 -0.29718056321144104
-0.6877008676528931 -0.02046072669327259 -0.29824212193489075
-0.6869283318519592 -0.017754249274730682 -0.29724565148353577
-0.6874797344207764 -0.01980152353644371 -0.2980039119720459
-0.690666675567627 -0.02170296385884285 -0.29846298694610596
-0.6879667043685913 -0.027180343866348267 -0.29878365993499756
-0.6875452995300293 -0.025144506245851517 -0.2975631058216095
-0.6877265572547913 -0.027734020724892616 -0.29822465777397156
-0.6874622702598572 -0.0254445131868124 -0.29730430245399475
-0.6882762908935547 -0.027427921071648598 -0.29840555787086487
-0.6896392107009888 -0.028484821319580078 -0.3002699315547943
-0.6898307800292969 -0.0345923937857151 -0.30008330941200256
-0.6857448816299438 -0.029240038245916367 -0.29833754897117615
-0.688959538936615 -0.03415897861123085 -0.3002147078514099
-0.6850237250328064 -0.028803430497646332 -0.2986462712287903
-0.686574399471283 -0.02920706942677498 -0.2989978790283203
-0.6819161772727966 -0.02589217945933342 -0.29601722955703735
-0.6792999505996704 -0.030626099556684494 -0.2959590554237366
-0.6767414808273315 -0.03510597348213196 -0.2979816794395447
-0.6823116540908813 -0.031991228461265564 -0.298455148935318
-0.6798898577690125 -0.03686842694878578 -0.2991558015346527
-0.6847735047340393 -0.03405354171991348 -0.30005383491516113
-0.6795720458030701 -0.033333465456962585 -0.2964610159397125
-0.6782026290893555 -0.030480463057756424 -0.29396292567253113
-0.6810747385025024 -0.02945781499147415 -0.2929259240627289
-0.683996856212616 -0.030175523832440376 -0.293300986289978
-0.6864715218544006 -0.028911899775266647 -0.29169246554374695
-0.6871677041053772 -0.026515167206525803 -0.2911856472492218
-0.6885688900947571 -0.027740290388464928 -0.29196229577064514
-0.6876934170722961 -0.025745967403054237 -0.2885167896747589
-0.6875602006912231 -0.028262518346309662 -0.2888629138469696
-0.6895368099212646 -0.02912008948624134 -0.29082778096199036
-0.6940946578979492 -0.025387996807694435 -0.29008930921554565
-0.6959222555160522 -0.025737155228853226 -0.292306512594223
-0.6992741823196411 -0.0280534029006958 -0.29324373602867126
-0.6973357796669006 -0.02648237906396389 -0.29474401473999023
-0.7001051306724548 -0.02840118296444416 -0.2947652339935303
-0.6921127438545227 -0.0286253709346056 -0.29293301701545715
-0.6987568140029907 -0.0250092763453722 -0.2957725524902344
-0.6940314769744873 -0.032121703028678894 -0.2959851324558258
-0.7006748914718628 -0.027422981336712837 -0.29826638102531433
-0.6938949823379517 -0.030169256031513214 -0.29482048749923706
-0.6982027888298035 -0.024653378874063492 -0.29665833711624146
-0.697148323059082 -0.026287706568837166 -0.29530566930770874
-0.7006917595863342 -0.028848478570580482 -0.29692021012306213
-0.6948200464248657 -0.02831399068236351 -0.29381486773490906
-0.697572648525238 -0.02874179184436798 -0.294879674911499
-0.6942372918128967 -0.0341867059469223 -0.2957955598831177
-0.6999614834785461 -0.031152039766311646 -0.2967209219932556
-0.6919286251068115 -0.03267209976911545 -0.2926493287086487
-0.692754328250885 -0.032300423830747604 -0.29173335433006287
-0.6868707537651062 -0.030838409438729286 -0.28785303235054016
-0.6914393305778503 -0.02674676664173603 -0.286923348903656
-0.6882928609848022 -0.022504448890686035 -0.2825412154197693
-0.6874198317527771 -0.017141204327344894 -0.279226154088974
-0.6870223879814148 -0.01961333490908146 -0.2796674370765686
-0.6829497814178467 -0.013195727951824665 -0.2770419716835022
-0.6818698644638062 -0.015719756484031677 -0.2743622958660126
-0.681510329246521 -0.013920757919549942 -0.27604755759239197
-0.6770753264427185 -0.01868373528122902 -0.27298757433891296
-0.6784799695014954 -0.01766800321638584 -0.27611401677131653
-0.6732660531997681 -0.02296328917145729 -0.27224600315093994
-0.6683124303817749 -0.015125123783946037 -0.2711792290210724
-0.6579922437667847 -0.023694850504398346 -0.2654522955417633
-0.6533660888671875 -0.017503246665000916 -0.2619470953941345
-0.6434047818183899 -0.025310592725872993 -0.2563808560371399
-0.6365182399749756 -0.020983530208468437 -0.25102338194847107
-0.6327404379844666 -0.029149211943149567 -0.24742713570594788
-0.6296108365058899 -0.03161593899130821 -0.24216140806674957
-0.6290872693061829 -0.03767765685915947 -0.23894818127155304
-0.6253580451011658 -0.034334246069192886 -0.2315845638513565
-0.6173315048217773 -0.04324718192219734 -0.22742410004138947
-0.6126021146774292 -0.04258167743682861 -0.21869111061096191
-0.6045032739639282 -0.04764563962817192 -0.2117917537689209
-0.6026611328125 -0.05431821942329407 -0.2039286494255066
-0.5955204367637634 -0.043911486864089966 -0.19683563709259033
-0.5918705463409424 -0.04777323082089424 -0.1924334615468979
-0.5822539925575256 -0.05203225836157799 -0.18912267684936523
-0.5664839744567871 -0.05770866200327873 -0.17984777688980103
-0.5640501976013184 -0.05556893348693848 -0.1697748452425003
-0.5594625473022461 -0.05955425649881363 -0.1636718064546585
-0.5564315915107727 -0.06109338253736496 -0.15594004094600677
-0.5533932447433472 -0.056950438767671585 -0.14256714284420013
-0.5457237362861633 -0.0631185993552208 -0.13599064946174622
-0.540338933467865 -0.056090183556079865 -0.13052555918693542
-0.5362908244132996 -0.06380192935466766 -0.12404429167509079
-0.5298587083816528 -0.056848250329494476 -0.11260876059532166
-0.5259124636650085 -0.058924563229084015 -0.10652952641248703
-0.5270927548408508 -0.06225346401333809 -0.09873151034116745
-0.5275655388832092 -0.061044175177812576 -0.09219386428594589
-0.5217726826667786 -0.052769772708415985 -0.08645400404930115
-0.5162051916122437 -0.0567002110183239 -0.07751097530126572
-0.5118720531463623 -0.05126894637942314 -0.06816260516643524
-0.5069507360458374 -0.05561484023928642 -0.06098945066332817
-0.5064574480056763 -0.055302686989307404 -0.05304186791181564
-0.5009181499481201 -0.05690520256757736 -0.04352770745754242
-0.49922680854797363 -0.048505622893571854 -0.03713526949286461
-0.49331918358802795 -0.05118345841765404 -0.029333915561437607
-0.4953192472457886 -0.04715051129460335 -0.022553985938429832
-0.49304378032684326 -0.047121599316596985 -0.01754721812903881
-0.49784010648727417 -0.04246821999549866 -0.010255725122988224
-0.4950699210166931 -0.036227285861968994 -0.0058105639182031155
-0.49769023060798645 -0.028828883543610573 0.004000719171017408
-0.49437662959098816 -0.03027060441672802 0.01095850020647049
-0.4964088201522827 -0.02889135107398033 0.02243918366730213
-0.4952195882797241 -0.029476966708898544 0.02676384709775448
-0.5000026226043701 -0.025825487449765205 0.03436731547117233
-0.49909594655036926 -0.021408991888165474 0.04351159557700157
-0.5071725845336914 -0.019382484257221222 0.049214135855436325
-0.5040636658668518 -0.011499439366161823 0.05923176184296608
-0.5040947198867798 -0.012320412322878838 0.06787241995334625
-0.5017774105072021 -0.010237839072942734 0.07520023733377457
-0.5032960176467896 -0.015306252054870129 0.08420068025588989
-0.5054185390472412 -0.010731324553489685 0.09391038864850998
-0.5126742720603943 -0.004783941432833672 0.09900149703025818
-0.5143628120422363 -0.003686176147311926 0.11020677536725998
-0.5223762392997742 0.0029918495565652847 0.11509175598621368
-0.5229625701904297 0.006060156039893627 0.1261613368988037
-0.5311370491981506 0.012815229594707489 0.12887634336948395
-0.5333144664764404 0.014163798652589321 0.13884618878364563
-0.5372089743614197 0.014257933013141155 0.14053405821323395
-0.5432508587837219 0.010678842663764954 0.14830148220062256
-0.547735869884491 0.009586685337126255 0.14734308421611786
-0.550035297870636 0.011057250201702118 0.1577315777540207
-0.5588580965995789 0.016835926100611687 0.1614549160003662
-0.5611944794654846 0.018531927838921547 0.17091254889965057
-0.5655183792114258 0.01948789693415165 0.17879892885684967
-0.5746523141860962 0.025675419718027115 0.18212638795375824
-0.5769695043563843 0.024971922859549522 0.1896205097436905
-0.5830134749412537 0.033527642488479614 0.19438385963439941
-0.5849220156669617 0.0292445570230484 0.1981336623430252
-0.5933868288993835 0.03906726837158203 0.2021850049495697
-0.590411365032196 0.026349931955337524 0.198098286986351
-0.5976664423942566 0.040193937718868256 0.20082485675811768
-0.5990526676177979 0.034069906920194626 0.20154719054698944
-0.6030028462409973 0.04412390664219856 0.20841281116008759
-0.6046794056892395 0.03829711303114891 0.21041347086429596
-0.6101880669593811 0.048033617436885834 0.21559058129787445
-0.6126571893692017 0.042039141058921814 0.21849925816059113
-0.6194524168968201 0.04931722581386566 0.2224312722682953
-0.6240001916885376 0.05110303312540054 0.23185232281684875
-0.6328235864639282 0.0585898719727993 0.23402519524097443
-0.6349607110023499 0.05049283429980278 0.23620182275772095
-0.6420333385467529 0.05708114802837372 0.23998747766017914
-0.6438854336738586 0.050053924322128296 0.24365603923797607
-0.6467223763465881 0.05030152574181557 0.25169453024864197
-0.650559663772583 0.04834452643990517 0.25861796736717224
-0.6589033603668213 0.05249776318669319 0.26268309354782104
-0.6637967824935913 0.05300171673297882 0.2725527286529541
-0.6710991859436035 0.057517681270837784 0.27576494216918945
-0.6754931211471558 0.059077586978673935 0.28588199615478516
-0.6834302544593811 0.06267279386520386 0.28731438517570496
-0.6871018409729004 0.06757756322622299 0.2999826669692993
-0.6984599828720093 0.06682636588811874 0.29889795184135437
-0.7026059031486511 0.06472831964492798 0.3056657612323761
-0.7072746753692627 0.059374794363975525 0.30854275822639465
-0.7102838754653931 0.060620855540037155 0.3190658986568451
-0.709257185459137 0.04303727298974991 0.32067134976387024
-0.7095245718955994 0.042331404983997345 0.32984063029289246
-0.7149357199668884 0.036990076303482056 0.33278387784957886
-0.7162082195281982 0.03701425716280937 0.34199586510658264
-0.7224825620651245 0.03162850812077522 0.34450334310531616
-0.7247928380966187 0.02852499671280384 0.35216590762138367
-0.7231985926628113 0.018118537962436676 0.350890576839447
-0.7237733602523804 0.014188149012625217 0.3594690263271332
-0.7256132960319519 0.012972916476428509 0.3691386878490448
-0.7247411012649536 0.007450853008776903 0.37844693660736084
-0.722509503364563 0.0011834726901724935 0.3833779990673065
-0.7253444790840149 -0.00509235542267561 0.3918917775154114
-0.7219125032424927 -0.01232602633535862 0.3965403139591217
-0.7210606932640076 -0.018847985193133354 0.40707147121429443
-0.7189849019050598 -0.02558232471346855 0.41191524267196655
-0.7188724279403687 -0.02902195043861866 0.4192541837692261
-0.7185851335525513 -0.03055468387901783 0.42766088247299194
-0.7200568914413452 -0.03820047900080681 0.43292319774627686
-0.7197736501693726 -0.03819527477025986 0.4411631226539612
-0.7188889980316162 -0.043626755475997925 0.4495325982570648
-0.7168202996253967 -0.04717278853058815 0.45720118284225464
-0.715446949005127 -0.052715037018060684 0.46617573499679565
-0.7155863046646118 -0.05548059940338135 0.47368037700653076
-0.7117100358009338 -0.06083405017852783 0.48222652077674866
-0.710453450679779 -0.06383870542049408 0.48948919773101807
-0.7092272639274597 -0.0724673643708229 0.49312645196914673
-0.7078099846839905 -0.06913463771343231 0.5029693245887756
-0.7075182199478149 -0.074882373213768 0.5074953436851501
-0.7058924436569214 -0.07297703623771667 0.5172394514083862
-0.7040086984634399 -0.08072312921285629 0.5228725671768188
-0.7047856450080872 -0.08700548112392426 0.52744460105896
-0.7028855085372925 -0.09352190792560577 0.5309885740280151
-0.6983209252357483 -0.09737081080675125 0.539722204208374
-0.6953029036521912 -0.1022251769900322 0.5440669655799866
-0.692819356918335 -0.10425186157226562 0.5504859685897827
-0.6887048482894897 -0.1063806414604187 0.5560532212257385
-0.6857702136039734 -0.11083132773637772 0.5643383264541626
-0.6836715340614319 -0.11407661437988281 0.571223258972168
-0.6829835176467896 -0.11859175562858582 0.5751793384552002
-0.6834834218025208 -0.11962202191352844 0.582205593585968
-0.6784424781799316 -0.12279888242483139 0.5901495814323425
-0.6761723756790161 -0.12298708409070969 0.5957686901092529
-0.6706756353378296 -0.12450539320707321 0.6039352416992188
-0.6651949286460876 -0.12751372158527374 0.6080690026283264
-0.6614552140235901 -0.1254139542579651 0.6141823530197144
-0.6560395359992981 -0.12821713089942932 0.6186487674713135
-0.6529569625854492 -0.13216039538383484 0.6241329908370972
-0.6503565311431885 -0.13618092238903046 0.6309808492660522
-0.643953263759613 -0.13604389131069183 0.6392418742179871
-0.6407173275947571 -0.13984334468841553 0.6450570821762085
-0.6380820870399475 -0.14262758195400238 0.6503708362579346
-0.6380356550216675 -0.1452139914035797 0.6574074029922485
-0.6339463591575623 -0.149418443441391 0.6635108590126038
-0.6292848587036133 -0.1555754393339157 0.6689120531082153
-0.6233643293380737 -0.16076171398162842 0.6739424467086792
-0.6162698864936829 -0.1570536196231842 0.6827455163002014
-0.6118506789207458 -0.15909503400325775 0.6864574551582336
-0.6068003177642822 -0.15783192217350006 0.6960590481758118
-0.6018708348274231 -0.1582234501838684 0.7009116411209106
-0.5958875417709351 -0.1556086391210556 0.7102698087692261
-0.5906712412834167 -0.15533855557441711 0.7163004875183105
-0.5838715434074402 -0.15384773910045624 0.7264174222946167
-0.5777071118354797 -0.1541181057691574 0.7311620712280273
-0.5697011947631836 -0.1532907783985138 0.7422500252723694
-0.5665783882141113 -0.14852267503738403 0.7505964636802673
-0.5589398741722107 -0.1470324695110321 0.7609434723854065
-0.557170569896698 -0.14444120228290558 0.7701317071914673
-0.5495321750640869 -0.1410563886165619 0.7804184556007385
-0.5430622100830078 -0.14011354744434357 0.7860445380210876
-0.5381320118904114 -0.14035768806934357 0.7942467331886292
-0.5340795516967773 -0.1370762437582016 0.8024137020111084
-0.5260926485061646 -0.13199691474437714 0.8128687143325806
-0.5204007029533386 -0.1260666698217392 0.8243576884269714
-0.5157498717308044 -0.1257965862751007 0.8335338234901428
-0.5085209608078003 -0.11617965251207352 0.8459311127662659
-0.5039655566215515 -0.1146659106016159 0.8555881977081299
-0.49704909324645996 -0.10587045550346375 0.8675187230110168
-0.4924152195453644 -0.1031525582075119 0.8764388561248779
-0.4857102632522583 -0.09356547892093658 0.890260636806488
-0.4803212881088257 -0.0915791243314743 0.8989932537078857
-0.47558048367500305 -0.09430478513240814 0.9075751304626465
-0.47678884863853455 -0.09605695307254791 0.9070144295692444
-0.4682520627975464 -0.08659323304891586 0.9306458830833435
-0.4674844741821289 -0.08702141791582108 0.930866003036499
-0.45708662271499634 -0.07708253711462021 0.954131007194519
-0.4510033130645752 -0.07398020476102829 0.9638298749923706
-0.4466131329536438 -0.07300495356321335 0.9730120897293091
-0.44733938574790955 -0.07202401012182236 0.9730587005615234
-0.437405526638031 -0.06602455675601959 0.9952754378318787
-0.4344630837440491 -0.06420964002609253 1.005507230758667
-0.42604419589042664 -0.0583585724234581 1.0174474716186523
-0.4258749186992645 -0.05710567533969879 1.03044593334198
-0.418130099773407 -0.051259756088256836 1.0413641929626465
-0.4144760072231293 -0.04456767812371254 1.0517312288284302
-0.40626949071884155 -0.03953961282968521 1.0625306367874146
-0.40466755628585815 -0.04011498764157295 1.0743473768234253
-0.39999666810035706 -0.0386907234787941 1.0837329626083374
-0.39842483401298523 -0.039197806268930435 1.0966154336929321
-0.3944879174232483 -0.03763207793235779 1.1042940616607666
-0.3935878872871399 -0.03967253118753433 1.118369460105896
-0.38844457268714905 -0.037916336208581924 1.1269495487213135
-0.38561198115348816 -0.03965458646416664 1.13821542263031
-0.3799336850643158 -0.038690585643053055 1.1465413570404053
-0.3841794729232788 -0.04089202731847763 1.149909496307373
-0.37117746472358704 -0.03367660939693451 1.1675677299499512
-0.37624797224998474 -0.03873026371002197 1.1715885400772095
-0.3626042902469635 -0.0331563800573349 1.18942129611969
-0.35676321387290955 -0.030458424240350723 1.1978687047958374
-0.35285937786102295 -0.03160977363586426 1.2035417556762695
-0.353609561920166 -0.030707931146025658 1.2072290182113647
-0.34854036569595337 -0.03262828662991524 1.2135025262832642
-0.3388122022151947 -0.024935739114880562 1.220956802368164
-0.3344244360923767 -0.027822235599160194 1.2262334823608398
-0.3286825120449066 -0.023956624791026115 1.2371262311935425
-0.32470452785491943 -0.02649143524467945 1.242357611656189
-0.3181378245353699 -0.023149166256189346 1.2467070817947388
-0.31580013036727905 -0.02802983671426773 1.2578603029251099
-0.30893662571907043 -0.024568013846874237 1.2634068727493286
-0.3034055531024933 -0.022782720625400543 1.2710903882980347
-0.29113975167274475 -0.018933875486254692 1.2823195457458496
-0.2858729362487793 -0.016615647822618484 1.2778326272964478
-0.2779146432876587 -0.012767567299306393 1.286615014076233
-0.26800307631492615 -0.006052638869732618 1.290043592453003
-0.2632947862148285 -0.008363064378499985 1.2952195405960083
-0.2534767985343933 -0.0038587627932429314 1.2992157936096191
-0.24602419137954712 -0.004237692803144455 1.3063780069351196
-0.23498204350471497 0.004137111362069845 1.310874581336975
-0.22688759863376617 0.003949176054447889 1.3181966543197632
-0.21652188897132874 0.010174044407904148 1.3235772848129272
-0.21201641857624054 0.0040886602364480495 1.326638102531433
-0.20201365649700165 0.010370032861828804 1.3305455446243286
-0.1977790892124176 0.00496755912899971 1.3337551355361938
-0.18760168552398682 0.01265051681548357 1.3388025760650635
-0.18059134483337402 0.012631617486476898 1.3445992469787598
-0.17570878565311432 0.012093489989638329 1.347558856010437
-0.16859765350818634 0.011773504316806793 1.353095531463623
-0.15968891978263855 0.016140801832079887 1.3574280738830566
-0.1543446183204651 0.01859922893345356 1.363685965538025
-0.143340602517128 0.026244284585118294 1.3696964979171753
-0.13772855699062347 0.02824685163795948 1.3765193223953247
-0.1307184100151062 0.03050922602415085 1.3785691261291504
-0.12443219870328903 0.03106570802628994 1.3842016458511353
-0.11649797856807709 0.03476119413971901 1.3908406496047974
-0.11189211905002594 0.037530116736888885 1.3983306884765625
-0.10346373170614243 0.041708290576934814 1.4032162427902222
-0.09598368406295776 0.04021718353033066 1.4080628156661987
-0.09164699912071228 0.03878185525536537 1.4103909730911255
-0.08645649999380112 0.040308501571416855 1.4169508218765259
-0.07944726198911667 0.04277969151735306 1.4224400520324707
-0.07428067177534103 0.04405270144343376 1.4291232824325562
-0.06934195756912231 0.0434885211288929 1.4339672327041626
-0.065314382314682 0.04590506851673126 1.439797282218933
-0.05822020396590233 0.04936321824789047 1.4464704990386963
-0.05242336913943291 0.04851778596639633 1.452217698097229
-0.048256851732730865 0.04758172109723091 1.4574931859970093
-0.04460665211081505 0.051334165036678314 1.463472604751587
-0.03962528705596924 0.053596191108226776 1.4693043231964111
-0.03606988862156868 0.05685032159090042 1.4757180213928223
-0.032743409276008606 0.05471725016832352 1.4809272289276123
-0.030709024518728256 0.056599948555231094 1.4878792762756348
-0.02703992836177349 0.05454074591398239 1.4909462928771973
-0.025052595883607864 0.05803009867668152 1.4972949028015137
-0.023264724761247635 0.05498339980840683 1.498591423034668
-0.021576764062047005 0.05736218020319939 1.5041639804840088
-0.0207787174731493 0.061734315007925034 1.509598731994629
-0.01686836965382099 0.062137141823768616 1.5149189233779907
-0.015393134206533432 0.06484029442071915 1.5201977491378784
-0.012742738239467144 0.06591834872961044 1.524316668510437
-0.010733777657151222 0.06744995713233948 1.5297428369522095
-0.008926482871174812 0.06576759368181229 1.5328012704849243
-0.006332367192953825 0.06538276374340057 1.536696195602417
-0.004346063826233149 0.06677739322185516 1.5406619310379028
-0.0029295170679688454 0.06935647875070572 1.5447052717208862
-0.0015384543221443892 0.06961488723754883 1.5477079153060913
-0.0008724757353775203 0.07178595662117004 1.5526976585388184
0.00029110893956385553 0.07198170572519302 1.5560699701309204
0.0010543997632339597 0.07347971200942993 1.5605449676513672
0.003082442795857787 0.07349414378404617 1.5640829801559448
0.005611375905573368 0.07185516506433487 1.5662081241607666
0.006530399899929762 0.07030408084392548 1.5685806274414062
0.0071325115859508514 0.07177484780550003 1.571879506111145
0.007911574095487595 0.07362080365419388 1.5746300220489502
0.009475046768784523 0.07182974368333817 1.5764917135238647
0.009289631620049477 0.07113073021173477 1.577327847480774
0.011016174219548702 0.07159483432769775 1.5796042680740356
0.012525844387710094 0.06980953365564346 1.5818029642105103
0.012014366686344147 0.07133129239082336 1.5843862295150757
0.011622409336268902 0.07154034823179245 1.5857895612716675
0.01292466651648283 0.07179848849773407 1.5871514081954956
0.012397137470543385 0.07201220840215683 1.588282585144043
0.012181567028164864 0.07010730355978012 1.5897715091705322
0.011518553830683231 0.07083076983690262 1.590871810913086
0.010480152443051338 0.067999467253685 1.5918315649032593
0.008487855084240437 0.0703304335474968 1.5937252044677734
0.007632173597812653 0.0678563266992569 1.5947895050048828
0.006635014433413744 0.06856825947761536 1.5961774587631226
0.006244910880923271 0.06714624911546707 1.5972752571105957
0.004996149335056543 0.06662870198488235 1.5984700918197632
0.003627017606049776 0.06648816168308258 1.598933458328247
0.0027927113696932793 0.06623391062021255 1.5999059677124023
0.0005517610698007047 0.06443195790052414 1.5994676351547241
-0.0002729723637457937 0.063501738011837 1.6011162996292114
-0.002944161416962743 0.06280894577503204 1.6004098653793335
-0.0033329427242279053 0.062492795288562775 1.601469874382019
-0.004423307720571756 0.060865193605422974 1.602523684501648
-0.004636057652533054 0.05987152084708214 1.6031628847122192
-0.005839071236550808 0.05935808643698692 1.6038395166397095
-0.0069495378993451595 0.058344967663288116 1.604358434677124
-0.007812168914824724 0.058308351784944534 1.6045750379562378
-0.008348807692527771 0.05546710267663002 1.604872226715088
-0.009900965727865696 0.054319828748703 1.6051472425460815
-0.010577709414064884 0.053164947777986526 1.606076955795288
-0.011859333142638206 0.05274692177772522 1.6065664291381836
-0.012998556718230247 0.05269870534539223 1.6079063415527344
-0.013715946115553379 0.050901785492897034 1.6080482006072998
-0.014828810468316078 0.050470635294914246 1.6093844175338745
-0.01620715856552124 0.04956737533211708 1.6083866357803345
-0.017383383587002754 0.04935396462678909 1.6096184253692627
-0.01885264739394188 0.04886888340115547 1.6100362539291382
-0.020416272804141045 0.04756854102015495 1.6119030714035034
-0.021425481885671616 0.046042319387197495 1.61232328414917
-0.023662611842155457 0.04529992491006851 1.6129798889160156
-0.023576799780130386 0.04325356334447861 1.6131454706192017
-0.02536514773964882 0.04182228818535805 1.6130802631378174
-0.026636090129613876 0.03746792674064636 1.6143159866333008
-0.028421495109796524 0.036031659692525864 1.6140754222869873
-0.028395935893058777 0.03402264788746834 1.6141160726547241
-0.030218685045838356 0.03191246837377548 1.6135461330413818
-0.032033443450927734 0.02974753826856613 1.616745114326477
-0.032021310180425644 0.02528754435479641 1.6147632598876953
-0.034383125603199005 0.02229635789990425 1.6170985698699951
-0.034734442830085754 0.0208475012332201 1.6162292957305908
-0.03571375086903572 0.018486082553863525 1.6175792217254639
-0.03691129386425018 0.015458401292562485 1.6156104803085327
-0.038984593003988266 0.011575169861316681 1.6177324056625366
-0.038842204958200455 0.008751487359404564 1.616748571395874
-0.040386442095041275 0.005665664095431566 1.6180506944656372
-0.04144181311130524 0.005577621515840292 1.6189230680465698
-0.04402979090809822 0.0005147378542460501 1.6220715045928955
