Format Version,1.23,Take Name,Take 2024-04-18 09.52.19 AM_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-18 09.55.24.539 AM,Capture Start Frame,4710452,Total Frames in Take,4242,Total Exported Frames,4242,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Drone_Marker:Label,Drone_Marker:Label,Drone_Marker:Label
,ID,"2C1C5CDEFD5A11EEF196A13ACAB88A83","2C1C5CDEFD5A11EEF196A13ACAB88A83","2C1C5CDEFD5A11EEF196A13ACAB88A83"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
2147,21.470000,-0.456657,1.154099,-0.348752
2148,21.480000,-0.458550,1.152873,-0.347274
2149,21.490000,-0.460233,1.151738,-0.345908
2150,21.500000,-0.461895,1.150472,-0.344460
2151,21.510000,-0.463251,1.149406,-0.343128
2152,21.520000,-0.464446,1.148425,-0.341864
2153,21.530000,-0.465533,1.147434,-0.340658
2154,21.540000,-0.466471,1.146488,-0.339512
2155,21.550000,-0.467199,1.145659,-0.338429
2156,21.560000,-0.467698,1.144976,-0.337356
2157,21.570000,-0.468094,1.144225,-0.336264
2158,21.580000,-0.468304,1.143628,-0.335319
2159,21.590000,-0.468331,1.143194,-0.334310
2160,21.600000,-0.468313,1.142746,-0.333331
2161,21.610000,-0.468120,1.142314,-0.332396
2162,21.620000,-0.467753,1.141997,-0.331490
2163,21.630000,-0.467313,1.141778,-0.330618
2164,21.640000,-0.466637,1.141649,-0.329720
2165,21.650000,-0.465830,1.141560,-0.328868
2166,21.660000,-0.464907,1.141560,-0.328039
2167,21.670000,-0.463932,1.141662,-0.327254
2168,21.680000,-0.462753,1.141829,-0.326377
2169,21.690000,-0.461455,1.142079,-0.325597
2170,21.700000,-0.460139,1.142313,-0.324767
2171,21.710000,-0.458634,1.142675,-0.323921
2172,21.720000,-0.457090,1.143053,-0.323136
2173,21.730000,-0.455392,1.143612,-0.322324
2174,21.740000,-0.453632,1.144183,-0.321523
2175,21.750000,-0.451861,1.144867,-0.320670
2176,21.760000,-0.449946,1.145559,-0.319871
2177,21.770000,-0.447957,1.146364,-0.318965
2178,21.780000,-0.445797,1.147232,-0.318147
2179,21.790000,-0.443741,1.148153,-0.317233
2180,21.800000,-0.441610,1.149115,-0.316318
2181,21.810000,-0.439390,1.150172,-0.315362
2182,21.820000,-0.437127,1.151345,-0.314389
2183,21.830000,-0.434780,1.152611,-0.313421
2184,21.840000,-0.432481,1.153866,-0.312450
2185,21.850000,-0.430137,1.155131,-0.311383
2186,21.860000,-0.427706,1.156504,-0.310247
2187,21.870000,-0.425308,1.157939,-0.309174
2188,21.880000,-0.422897,1.159498,-0.308068
2189,21.890000,-0.420489,1.161024,-0.306835
2190,21.900000,-0.418060,1.162540,-0.305645
2191,21.910000,-0.415663,1.164135,-0.304422
2192,21.920000,-0.413211,1.165814,-0.303026
2193,21.930000,-0.410856,1.167484,-0.301731
2194,21.940000,-0.408455,1.169129,-0.300400
2195,21.950000,-0.406094,1.170870,-0.298917
2196,21.960000,-0.403763,1.172611,-0.297478
2197,21.970000,-0.401501,1.174358,-0.295922
2198,21.980000,-0.399152,1.176264,-0.294355
2199,21.990000,-0.396948,1.177944,-0.292710
2200,22.000000,-0.394698,1.179785,-0.291111
2201,22.010000,-0.392556,1.181501,-0.289406
2202,22.020000,-0.390427,1.183281,-0.287533
2203,22.030000,-0.388235,1.185132,-0.285741
2204,22.040000,-0.386222,1.186910,-0.283872
2205,22.050000,-0.384253,1.188631,-0.281925
2206,22.060000,-0.382306,1.190449,-0.279947
2207,22.070000,-0.380453,1.192110,-0.277994
2208,22.080000,-0.378644,1.193874,-0.275828
2209,22.090000,-0.376794,1.195672,-0.273714
2210,22.100000,-0.375092,1.197342,-0.271559
2211,22.110000,-0.373404,1.199112,-0.269224
2212,22.120000,-0.371868,1.200742,-0.267014
2213,22.130000,-0.370357,1.202329,-0.264688
2214,22.140000,-0.368875,1.204044,-0.262244
2215,22.150000,-0.367516,1.205630,-0.259854
2216,22.160000,-0.366186,1.207270,-0.257268
2217,22.170000,-0.364951,1.208782,-0.254724
2218,22.180000,-0.363774,1.210387,-0.252154
2219,22.190000,-0.362584,1.211897,-0.249529
2220,22.200000,-0.361462,1.213440,-0.246828
2221,22.210000,-0.360551,1.214822,-0.244106
2222,22.220000,-0.359534,1.216301,-0.241321
2223,22.230000,-0.358684,1.217681,-0.238485
2224,22.240000,-0.357873,1.219149,-0.235624
2225,22.250000,-0.357088,1.220412,-0.232787
2226,22.260000,-0.356349,1.221806,-0.229843
2227,22.270000,-0.355750,1.223145,-0.226960
2228,22.280000,-0.355153,1.224463,-0.223948
2229,22.290000,-0.354643,1.225660,-0.220959
2230,22.300000,-0.354104,1.226946,-0.217964
2231,22.310000,-0.353741,1.228078,-0.214841
2232,22.320000,-0.353289,1.229352,-0.211786
2233,22.330000,-0.353029,1.230464,-0.208769
2234,22.340000,-0.352772,1.231643,-0.205532
2235,22.350000,-0.352510,1.232741,-0.202503
2236,22.360000,-0.352381,1.233819,-0.199376
2237,22.370000,-0.352235,1.234892,-0.196213
2238,22.380000,-0.352088,1.235960,-0.193017
2239,22.390000,-0.352090,1.236948,-0.189861
2240,22.400000,-0.351999,1.237961,-0.186745
2241,22.410000,-0.352014,1.238877,-0.183551
2242,22.420000,-0.352033,1.239766,-0.180273
2243,22.430000,-0.352117,1.240592,-0.177137
2244,22.440000,-0.352132,1.241407,-0.173977
2245,22.450000,-0.352159,1.242183,-0.170732
2246,22.460000,-0.352262,1.242971,-0.167485
2247,22.470000,-0.352431,1.243678,-0.164272
2248,22.480000,-0.352544,1.244377,-0.161134
2249,22.490000,-0.352675,1.245024,-0.157965
2250,22.500000,-0.352799,1.245603,-0.154700
2251,22.510000,-0.352922,1.246115,-0.151460
2252,22.520000,-0.353037,1.246695,-0.148289
2253,22.530000,-0.353229,1.247281,-0.145137
2254,22.540000,-0.353359,1.247707,-0.142004
2255,22.550000,-0.353462,1.248107,-0.138817
2256,22.560000,-0.353513,1.248512,-0.135679
2257,22.570000,-0.353617,1.248877,-0.132515
2258,22.580000,-0.353729,1.249204,-0.129391
2259,22.590000,-0.353768,1.249591,-0.126285
2260,22.600000,-0.353699,1.249895,-0.123146
2261,22.610000,-0.353725,1.250190,-0.120074
2262,22.620000,-0.353722,1.250360,-0.116971
2263,22.630000,-0.353638,1.250591,-0.114003
2264,22.640000,-0.353539,1.250878,-0.110972
2265,22.650000,-0.353462,1.250971,-0.107873
2266,22.660000,-0.353330,1.251143,-0.104918
2267,22.670000,-0.353071,1.251371,-0.101975
2268,22.680000,-0.352890,1.251481,-0.098998
2269,22.690000,-0.352550,1.251623,-0.096172
2270,22.700000,-0.352216,1.251743,-0.093228
2271,22.710000,-0.351920,1.251785,-0.090332
2272,22.720000,-0.351490,1.251944,-0.087627
2273,22.730000,-0.351050,1.252034,-0.084760
2274,22.740000,-0.350593,1.252128,-0.082141
2275,22.750000,-0.350069,1.252178,-0.079326
2276,22.760000,-0.349461,1.252262,-0.076702
2277,22.770000,-0.348870,1.252399,-0.073940
2278,22.780000,-0.348161,1.252447,-0.071415
2279,22.790000,-0.347453,1.252515,-0.068800
2280,22.800000,-0.346735,1.252576,-0.066270
2281,22.810000,-0.345943,1.252675,-0.063753
2282,22.820000,-0.345133,1.252726,-0.061356
2283,22.830000,-0.344283,1.252728,-0.058959
2284,22.840000,-0.343422,1.252826,-0.056533
2285,22.850000,-0.342512,1.252936,-0.054186
2286,22.860000,-0.341506,1.252901,-0.051886
2287,22.870000,-0.340490,1.253026,-0.049700
2288,22.880000,-0.339425,1.253065,-0.047399
2289,22.890000,-0.338368,1.253110,-0.045339
2290,22.900000,-0.337323,1.253179,-0.043127
2291,22.910000,-0.336232,1.253198,-0.041101
2292,22.920000,-0.335103,1.253242,-0.039106
2293,22.930000,-0.333888,1.253352,-0.037060
2294,22.940000,-0.332749,1.253385,-0.035199
2295,22.950000,-0.331505,1.253467,-0.033248
2296,22.960000,-0.330309,1.253537,-0.031400
2297,22.970000,-0.329047,1.253600,-0.029647
2298,22.980000,-0.327860,1.253662,-0.027966
2299,22.990000,-0.326642,1.253722,-0.026173
2300,23.000000,-0.325427,1.253804,-0.024588
2301,23.010000,-0.324193,1.253877,-0.022912
2302,23.020000,-0.323042,1.253925,-0.021439
2303,23.030000,-0.321730,1.254079,-0.020009
2304,23.040000,-0.320533,1.254154,-0.018635
2305,23.050000,-0.319415,1.254180,-0.017314
2306,23.060000,-0.318237,1.254322,-0.015974
2307,23.070000,-0.317091,1.254424,-0.014834
2308,23.080000,-0.315900,1.254496,-0.013679
2309,23.090000,-0.314877,1.254575,-0.012577
2310,23.100000,-0.313790,1.254647,-0.011503
2311,23.110000,-0.312758,1.254711,-0.010581
2312,23.120000,-0.311804,1.254817,-0.009645
2313,23.130000,-0.310865,1.254810,-0.008845
2314,23.140000,-0.309992,1.254910,-0.008070
2315,23.150000,-0.309236,1.254893,-0.007454
2316,23.160000,-0.308416,1.254927,-0.006844
2317,23.170000,-0.307752,1.254932,-0.006290
2318,23.180000,-0.307133,1.254977,-0.005830
2319,23.190000,-0.306596,1.254919,-0.005513
2320,23.200000,-0.306098,1.254846,-0.005270
2321,23.210000,-0.305680,1.254768,-0.005098
2322,23.220000,-0.305385,1.254684,-0.005039
2323,23.230000,-0.305202,1.254583,-0.005043
2324,23.240000,-0.305052,1.254448,-0.005106
2325,23.250000,-0.305044,1.254204,-0.005320
2326,23.260000,-0.305168,1.253972,-0.005638
2327,23.270000,-0.305320,1.253768,-0.005978
2328,23.280000,-0.305573,1.253551,-0.006441
2329,23.290000,-0.306025,1.253198,-0.007036
2330,23.300000,-0.306590,1.252879,-0.007735
2331,23.310000,-0.307216,1.252488,-0.008546
2332,23.320000,-0.307975,1.252101,-0.009450
2333,23.330000,-0.308891,1.251618,-0.010505
2334,23.340000,-0.309883,1.251227,-0.011523
2335,23.350000,-0.311028,1.250708,-0.012801
2336,23.360000,-0.312320,1.250194,-0.014170
2337,23.370000,-0.313729,1.249627,-0.015549
2338,23.380000,-0.315290,1.249056,-0.017107
2339,23.390000,-0.316919,1.248429,-0.018769
2340,23.400000,-0.318733,1.247821,-0.020459
2341,23.410000,-0.320634,1.247166,-0.022371
2342,23.420000,-0.322821,1.246421,-0.024497
2343,23.430000,-0.324965,1.245743,-0.026428
2344,23.440000,-0.327344,1.245096,-0.028671
2345,23.450000,-0.329835,1.244310,-0.030939
2346,23.460000,-0.332480,1.243540,-0.033348
2347,23.470000,-0.335266,1.242768,-0.036003
2348,23.480000,-0.338170,1.242004,-0.038620
2349,23.490000,-0.341240,1.241181,-0.041261
2350,23.500000,-0.344405,1.240481,-0.044187
2351,23.510000,-0.347643,1.239679,-0.047142
2352,23.520000,-0.351027,1.238897,-0.050226
2353,23.530000,-0.354575,1.238067,-0.053322
2354,23.540000,-0.358210,1.237321,-0.056618
2355,23.550000,-0.361926,1.236510,-0.059995
2356,23.560000,-0.365830,1.235844,-0.063383
2357,23.570000,-0.369796,1.235076,-0.066894
2358,23.580000,-0.373762,1.234383,-0.070605
2359,23.590000,-0.377934,1.233565,-0.074270
2360,23.600000,-0.382260,1.232876,-0.078070
2361,23.610000,-0.386523,1.232161,-0.081913
2362,23.620000,-0.391032,1.231469,-0.085905
2363,23.630000,-0.395402,1.230770,-0.089841
2364,23.640000,-0.399934,1.230187,-0.094020
2365,23.650000,-0.404536,1.229526,-0.098125
2366,23.660000,-0.409220,1.228934,-0.102389
2367,23.670000,-0.413887,1.228384,-0.106679
2368,23.680000,-0.418683,1.227888,-0.111026
2369,23.690000,-0.423390,1.227407,-0.115410
2370,23.700000,-0.428216,1.226923,-0.119897
2371,23.710000,-0.433088,1.226528,-0.124385
2372,23.720000,-0.437923,1.226198,-0.128873
2373,23.730000,-0.442847,1.225837,-0.133418
2374,23.740000,-0.447730,1.225590,-0.137967
2375,23.750000,-0.452626,1.225349,-0.142621
2376,23.760000,-0.457513,1.225163,-0.147204
2377,23.770000,-0.462283,1.225026,-0.151784
2378,23.780000,-0.467198,1.224885,-0.156367
2379,23.790000,-0.472104,1.224806,-0.161013
2380,23.800000,-0.476879,1.224854,-0.165657
2381,23.810000,-0.481744,1.224855,-0.170265
2382,23.820000,-0.486558,1.224872,-0.174858
2383,23.830000,-0.491236,1.224943,-0.179396
2384,23.840000,-0.495946,1.225036,-0.183937
2385,23.850000,-0.500629,1.225260,-0.188438
2386,23.860000,-0.505212,1.225411,-0.192877
2387,23.870000,-0.509726,1.225670,-0.197283
2388,23.880000,-0.514172,1.225840,-0.201625
2389,23.890000,-0.518695,1.226087,-0.205950
2390,23.900000,-0.523042,1.226346,-0.210178
2391,23.910000,-0.527373,1.226697,-0.214464
2392,23.920000,-0.531509,1.227065,-0.218630
2393,23.930000,-0.535717,1.227382,-0.222728
2394,23.940000,-0.539793,1.227738,-0.226733
2395,23.950000,-0.543833,1.228076,-0.230673
2396,23.960000,-0.547722,1.228428,-0.234505
2397,23.970000,-0.551516,1.228869,-0.238361
2398,23.980000,-0.555223,1.229226,-0.242102
2399,23.990000,-0.558853,1.229660,-0.245755
2400,24.000000,-0.562463,1.230006,-0.249340
2401,24.010000,-0.565980,1.230301,-0.252795
2402,24.020000,-0.569328,1.230719,-0.256176
2403,24.030000,-0.572610,1.231086,-0.259514
2404,24.040000,-0.575781,1.231428,-0.262719
2405,24.050000,-0.578898,1.231745,-0.265868
2406,24.060000,-0.581868,1.232109,-0.268945
2407,24.070000,-0.584789,1.232401,-0.271923
2408,24.080000,-0.587574,1.232737,-0.274846
2409,24.090000,-0.590275,1.232972,-0.277591
2410,24.100000,-0.592899,1.233189,-0.280286
2411,24.110000,-0.595402,1.233487,-0.282874
2412,24.120000,-0.597842,1.233629,-0.285397
2413,24.130000,-0.600186,1.233903,-0.287864
2414,24.140000,-0.602453,1.233939,-0.290159
2415,24.150000,-0.604593,1.234072,-0.292457
2416,24.160000,-0.606663,1.234258,-0.294554
2417,24.170000,-0.608701,1.234306,-0.296642
2418,24.180000,-0.610641,1.234293,-0.298619
2419,24.190000,-0.612504,1.234406,-0.300507
2420,24.200000,-0.614287,1.234405,-0.302300
2421,24.210000,-0.615990,1.234430,-0.304011
2422,24.220000,-0.617574,1.234344,-0.305630
2423,24.230000,-0.619212,1.234288,-0.307153
2424,24.240000,-0.620698,1.234270,-0.308695
2425,24.250000,-0.622209,1.234138,-0.309954
2426,24.260000,-0.623562,1.234008,-0.311272
2427,24.270000,-0.624865,1.233867,-0.312464
2428,24.280000,-0.626235,1.233708,-0.313650
2429,24.290000,-0.627480,1.233593,-0.314731
2430,24.300000,-0.628662,1.233453,-0.315718
2431,24.310000,-0.629759,1.233313,-0.316562
2432,24.320000,-0.630889,1.233191,-0.317479
2433,24.330000,-0.631992,1.233052,-0.318298
2434,24.340000,-0.632988,1.232855,-0.318920
2435,24.350000,-0.634121,1.232667,-0.319601
2436,24.360000,-0.635057,1.232579,-0.320180
2437,24.370000,-0.635994,1.232427,-0.320716
2438,24.380000,-0.636943,1.232248,-0.321142
2439,24.390000,-0.637902,1.232126,-0.321600
2440,24.400000,-0.638850,1.231992,-0.321975
2441,24.410000,-0.639674,1.231880,-0.322261
2442,24.420000,-0.640633,1.231691,-0.322533
2443,24.430000,-0.641413,1.231681,-0.322735
2444,24.440000,-0.642346,1.231511,-0.322892
2445,24.450000,-0.643175,1.231377,-0.322970
2446,24.460000,-0.643985,1.231266,-0.323107
2447,24.470000,-0.644952,1.231175,-0.323161
2448,24.480000,-0.645833,1.231033,-0.323189
2449,24.490000,-0.646671,1.230931,-0.323113
2450,24.500000,-0.647565,1.230827,-0.323087
2451,24.510000,-0.648512,1.230646,-0.322937
2452,24.520000,-0.649434,1.230521,-0.322822
2453,24.530000,-0.650375,1.230402,-0.322611
2454,24.540000,-0.651351,1.230229,-0.322439
2455,24.550000,-0.652309,1.230075,-0.322237
2456,24.560000,-0.653360,1.229962,-0.321998
2457,24.570000,-0.654300,1.229818,-0.321705
2458,24.580000,-0.655368,1.229602,-0.321358
2459,24.590000,-0.656406,1.229431,-0.321015
2460,24.600000,-0.657506,1.229197,-0.320640
2461,24.610000,-0.658607,1.229035,-0.320209
2462,24.620000,-0.659756,1.228833,-0.319821
2463,24.630000,-0.660895,1.228661,-0.319282
2464,24.640000,-0.662101,1.228451,-0.318791
2465,24.650000,-0.663292,1.228211,-0.318291
2466,24.660000,-0.664565,1.227881,-0.317665
2467,24.670000,-0.665840,1.227687,-0.317123
2468,24.680000,-0.667202,1.227366,-0.316443
2469,24.690000,-0.668558,1.227071,-0.315813
2470,24.700000,-0.669942,1.226778,-0.315052
2471,24.710000,-0.671439,1.226439,-0.314468
2472,24.720000,-0.672854,1.226086,-0.313619
2473,24.730000,-0.674365,1.225723,-0.312865
2474,24.740000,-0.675919,1.225307,-0.312057
2475,24.750000,-0.677479,1.224923,-0.311121
2476,24.760000,-0.679065,1.224503,-0.310270
2477,24.770000,-0.680720,1.224067,-0.309286
2478,24.780000,-0.682441,1.223555,-0.308264
2479,24.790000,-0.684128,1.223046,-0.307224
2480,24.800000,-0.685877,1.222555,-0.306109
2481,24.810000,-0.687662,1.222057,-0.304945
2482,24.820000,-0.689457,1.221474,-0.303725
2483,24.830000,-0.691307,1.220906,-0.302455
2484,24.840000,-0.693118,1.220395,-0.301196
2485,24.850000,-0.695061,1.219738,-0.299813
2486,24.860000,-0.696977,1.219146,-0.298354
2487,24.870000,-0.698835,1.218553,-0.296794
2488,24.880000,-0.700838,1.217887,-0.295254
2489,24.890000,-0.702757,1.217183,-0.293550
2490,24.900000,-0.704713,1.216561,-0.291808
2491,24.910000,-0.706629,1.215893,-0.290069
2492,24.920000,-0.708663,1.215199,-0.288094
2493,24.930000,-0.710626,1.214529,-0.286142
2494,24.940000,-0.712591,1.213852,-0.284089
2495,24.950000,-0.714670,1.213062,-0.281962
2496,24.960000,-0.716532,1.212469,-0.279661
2497,24.970000,-0.718589,1.211638,-0.277359
2498,24.980000,-0.720496,1.210956,-0.274837
2499,24.990000,-0.722507,1.210220,-0.272365
2500,25.000000,-0.724436,1.209588,-0.269657
2501,25.010000,-0.726374,1.208915,-0.266922
2502,25.020000,-0.728281,1.208268,-0.264062
2503,25.030000,-0.730206,1.207604,-0.261059
2504,25.040000,-0.732101,1.206937,-0.257988
2505,25.050000,-0.733882,1.206352,-0.254763
2506,25.060000,-0.735626,1.205816,-0.251400
2507,25.070000,-0.737480,1.205231,-0.248000
2508,25.080000,-0.739238,1.204708,-0.244420
2509,25.090000,-0.740904,1.204210,-0.240668
2510,25.100000,-0.742511,1.203786,-0.236872
2511,25.110000,-0.744060,1.203358,-0.232965
2512,25.120000,-0.745686,1.202885,-0.228848
2513,25.130000,-0.747245,1.202553,-0.224701
2514,25.140000,-0.748719,1.202199,-0.220345
2515,25.150000,-0.750176,1.201891,-0.215897
2516,25.160000,-0.751660,1.201619,-0.211361
2517,25.170000,-0.753021,1.201378,-0.206546
2518,25.180000,-0.754436,1.201159,-0.201818
2519,25.190000,-0.755510,1.201041,-0.196670
2520,25.200000,-0.756777,1.200806,-0.191602
2521,25.210000,-0.757969,1.200783,-0.186398
2522,25.220000,-0.759052,1.200697,-0.181002
2523,25.230000,-0.760051,1.200709,-0.175523
2524,25.240000,-0.760996,1.200637,-0.169940
2525,25.250000,-0.761951,1.200714,-0.164219
2526,25.260000,-0.762804,1.200797,-0.158339
2527,25.270000,-0.763645,1.200959,-0.152379
2528,25.280000,-0.764398,1.201116,-0.146289
2529,25.290000,-0.765138,1.201311,-0.140082
2530,25.300000,-0.765880,1.201488,-0.133817
2531,25.310000,-0.766299,1.201896,-0.127498
2532,25.320000,-0.766885,1.202196,-0.121000
2533,25.330000,-0.767380,1.202610,-0.114339
2534,25.340000,-0.767779,1.203064,-0.107677
2535,25.350000,-0.768196,1.203571,-0.100977
2536,25.360000,-0.768623,1.203996,-0.094091
2537,25.370000,-0.768814,1.204624,-0.087122
2538,25.380000,-0.769104,1.205266,-0.080165
2539,25.390000,-0.769282,1.205956,-0.073090
2540,25.400000,-0.769490,1.206752,-0.065914
2541,25.410000,-0.769579,1.207471,-0.058721
2542,25.420000,-0.769605,1.208399,-0.051383
2543,25.430000,-0.769736,1.209240,-0.044116
2544,25.440000,-0.769624,1.210312,-0.036745
2545,25.450000,-0.769596,1.211213,-0.029328
2546,25.460000,-0.769437,1.212334,-0.021872
2547,25.470000,-0.769291,1.213431,-0.014356
2548,25.480000,-0.769259,1.214617,-0.006919
2549,25.490000,-0.769011,1.215766,0.000753
2550,25.500000,-0.768828,1.216995,0.008243
2551,25.510000,-0.768565,1.218296,0.015788
2552,25.520000,-0.768233,1.219648,0.023468
2553,25.530000,-0.767934,1.220984,0.031010
2554,25.540000,-0.767570,1.222456,0.038663
2555,25.550000,-0.767223,1.223803,0.046261
2556,25.560000,-0.766917,1.225316,0.053793
2557,25.570000,-0.766444,1.226781,0.061448
2558,25.580000,-0.766008,1.228342,0.068842
2559,25.590000,-0.765572,1.229844,0.076410
2560,25.600000,-0.765038,1.231494,0.083942
2561,25.610000,-0.764587,1.233055,0.091423
2562,25.620000,-0.764124,1.234691,0.098886
2563,25.630000,-0.763576,1.236270,0.106273
2564,25.640000,-0.763046,1.238004,0.113586
2565,25.650000,-0.762455,1.239700,0.120859
2566,25.660000,-0.761906,1.241351,0.128089
2567,25.670000,-0.761354,1.243021,0.135293
2568,25.680000,-0.760816,1.244714,0.142421
2569,25.690000,-0.760125,1.246461,0.149461
2570,25.700000,-0.759553,1.248201,0.156374
2571,25.710000,-0.758987,1.249907,0.163304
2572,25.720000,-0.758353,1.251643,0.170095
2573,25.730000,-0.757693,1.253428,0.176794
2574,25.740000,-0.757108,1.255112,0.183447
2575,25.750000,-0.756511,1.256807,0.190040
2576,25.760000,-0.755905,1.258562,0.196493
2577,25.770000,-0.755284,1.260174,0.202910
2578,25.780000,-0.754633,1.261954,0.209095
2579,25.790000,-0.754007,1.263599,0.215288
2580,25.800000,-0.753392,1.265240,0.221339
2581,25.810000,-0.752845,1.266845,0.227252
2582,25.820000,-0.752244,1.268447,0.233110
2583,25.830000,-0.751646,1.270007,0.238780
2584,25.840000,-0.751064,1.271514,0.244322
2585,25.850000,-0.750535,1.272955,0.249875
2586,25.860000,-0.749992,1.274426,0.255128
2587,25.870000,-0.749449,1.275815,0.260341
2588,25.880000,-0.748859,1.277204,0.265496
2589,25.890000,-0.748393,1.278599,0.270357
2590,25.900000,-0.747910,1.279798,0.275167
2591,25.910000,-0.747347,1.281077,0.279901
2592,25.920000,-0.746967,1.282224,0.284413
2593,25.930000,-0.746482,1.283487,0.288772
2594,25.940000,-0.746032,1.284623,0.292997
2595,25.950000,-0.745655,1.285664,0.297065
2596,25.960000,-0.745238,1.286733,0.301056
2597,25.970000,-0.744817,1.287784,0.304814
2598,25.980000,-0.744523,1.288705,0.308410
2599,25.990000,-0.744171,1.289645,0.311876
2600,26.000000,-0.743854,1.290614,0.315238
2601,26.010000,-0.743590,1.291403,0.318450
2602,26.020000,-0.743303,1.292295,0.321448
2603,26.030000,-0.742985,1.293071,0.324296
2604,26.040000,-0.742827,1.293879,0.326941
2605,26.050000,-0.742637,1.294640,0.329544
2606,26.060000,-0.742321,1.295420,0.331888
2607,26.070000,-0.742236,1.296113,0.334118
2608,26.080000,-0.742110,1.296782,0.336169
2609,26.090000,-0.741954,1.297384,0.338075
2610,26.100000,-0.741879,1.298073,0.339878
2611,26.110000,-0.741747,1.298688,0.341460
2612,26.120000,-0.741624,1.299243,0.342947
2613,26.130000,-0.741553,1.299834,0.344259
2614,26.140000,-0.741583,1.300343,0.345438
2615,26.150000,-0.741491,1.300913,0.346476
2616,26.160000,-0.741422,1.301434,0.347426
2617,26.170000,-0.741413,1.301903,0.348216
2618,26.180000,-0.741391,1.302290,0.348866
2619,26.190000,-0.741333,1.302786,0.349435
2620,26.200000,-0.741333,1.303197,0.349825
2621,26.210000,-0.741461,1.303522,0.350205
2622,26.220000,-0.741461,1.303872,0.350429
2623,26.230000,-0.741451,1.304226,0.350600
2624,26.240000,-0.741423,1.304591,0.350599
2625,26.250000,-0.741411,1.304886,0.350522
2626,26.260000,-0.741427,1.305143,0.350322
2627,26.270000,-0.741388,1.305390,0.350070
2628,26.280000,-0.741381,1.305613,0.349785
2629,26.290000,-0.741363,1.305800,0.349440
2630,26.300000,-0.741351,1.305958,0.349001
2631,26.310000,-0.741244,1.306100,0.348535
2632,26.320000,-0.741193,1.306180,0.347952
2633,26.330000,-0.741208,1.306254,0.347331
2634,26.340000,-0.741108,1.306291,0.346686
2635,26.350000,-0.741013,1.306279,0.346052
2636,26.360000,-0.740914,1.306243,0.345439
2637,26.370000,-0.740781,1.306219,0.344755
2638,26.380000,-0.740527,1.306176,0.343979
2639,26.390000,-0.740349,1.306014,0.343284
2640,26.400000,-0.740136,1.305840,0.342612
2641,26.410000,-0.739913,1.305668,0.341895
2642,26.420000,-0.739528,1.305540,0.341237
2643,26.430000,-0.739209,1.305278,0.340546
2644,26.440000,-0.738940,1.304950,0.339781
2645,26.450000,-0.738507,1.304677,0.339131
2646,26.460000,-0.738062,1.304354,0.338502
2647,26.470000,-0.737587,1.303951,0.337886
2648,26.480000,-0.737129,1.303492,0.337330
2649,26.490000,-0.736542,1.303096,0.336783
2650,26.500000,-0.735892,1.302690,0.336239
2651,26.510000,-0.735264,1.302201,0.335827
2652,26.520000,-0.734536,1.301679,0.335388
2653,26.530000,-0.733751,1.301197,0.335077
2654,26.540000,-0.732968,1.300563,0.334811
2655,26.550000,-0.732049,1.300065,0.334544
2656,26.560000,-0.731039,1.299479,0.334409
2657,26.570000,-0.730143,1.298844,0.334282
2658,26.580000,-0.729048,1.298218,0.334207
2659,26.590000,-0.727926,1.297560,0.334237
2660,26.600000,-0.726722,1.297007,0.334333
2661,26.610000,-0.725522,1.296240,0.334507
2662,26.620000,-0.724149,1.295574,0.334724
2663,26.630000,-0.722766,1.294973,0.334981
2664,26.640000,-0.721337,1.294200,0.335388
2665,26.650000,-0.719741,1.293497,0.335797
2666,26.660000,-0.718133,1.292752,0.336281
2667,26.670000,-0.716519,1.292026,0.336953
2668,26.680000,-0.714723,1.291357,0.337672
2669,26.690000,-0.712820,1.290663,0.338369
2670,26.700000,-0.710877,1.290017,0.339178
2671,26.710000,-0.708840,1.289303,0.340105
2672,26.720000,-0.706713,1.288517,0.341050
2673,26.730000,-0.704518,1.287940,0.342040
2674,26.740000,-0.702235,1.287216,0.343198
2675,26.750000,-0.699811,1.286563,0.344466
2676,26.760000,-0.697317,1.285926,0.345662
2677,26.770000,-0.694734,1.285390,0.347011
2678,26.780000,-0.692063,1.284747,0.348417
2679,26.790000,-0.689246,1.284179,0.349876
2680,26.800000,-0.686368,1.283610,0.351445
2681,26.810000,-0.683358,1.283045,0.353021
2682,26.820000,-0.680165,1.282627,0.354664
2683,26.830000,-0.677006,1.282109,0.356423
2684,26.840000,-0.673661,1.281667,0.358217
2685,26.850000,-0.670205,1.281188,0.360049
2686,26.860000,-0.666639,1.280753,0.361949
2687,26.870000,-0.663004,1.280325,0.363867
2688,26.880000,-0.659276,1.279909,0.365851
2689,26.890000,-0.655376,1.279572,0.367850
2690,26.900000,-0.651402,1.279199,0.369968
2691,26.910000,-0.647336,1.278882,0.372061
2692,26.920000,-0.643123,1.278608,0.374343
2693,26.930000,-0.638843,1.278323,0.376517
2694,26.940000,-0.634441,1.278024,0.378787
2695,26.950000,-0.629898,1.277845,0.381021
2696,26.960000,-0.625285,1.277679,0.383493
2697,26.970000,-0.620551,1.277499,0.385798
2698,26.980000,-0.615714,1.277322,0.388285
