Format Version,1.23,Take Name,Take 2024-04-18 09.52.19 AM_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-18 09.55.24.539 AM,Capture Start Frame,4710452,Total Frames in Take,4242,Total Exported Frames,4242,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Drone_Marker:Label,Drone_Marker:Label,Drone_Marker:Label
,ID,"2C1C5CDEFD5A11EEF196A13ACAB88A83","2C1C5CDEFD5A11EEF196A13ACAB88A83","2C1C5CDEFD5A11EEF196A13ACAB88A83"
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1061,10.610000,-0.235827,0.023214,-1.016764
1062,10.620000,-0.235837,0.023245,-1.016763
1063,10.630000,-0.235832,0.023214,-1.016754
1064,10.640000,-0.235844,0.023197,-1.016802
1065,10.650000,-0.235830,0.023231,-1.016753
1066,10.660000,-0.235847,0.023210,-1.016773
1067,10.670000,-0.235806,0.023282,-1.016708
1068,10.680000,-0.235817,0.023262,-1.016699
1069,10.690000,-0.235800,0.023314,-1.016685
1070,10.700000,-0.235835,0.023228,-1.016745
1071,10.710000,-0.235831,0.023229,-1.016743
1072,10.720000,-0.235842,0.023253,-1.016760
1073,10.730000,-0.235856,0.023173,-1.016807
1074,10.740000,-0.235869,0.023242,-1.016751
1075,10.750000,-0.235831,0.023211,-1.016784
1076,10.760000,-0.235809,0.023280,-1.016691
1077,10.770000,-0.235847,0.023233,-1.016784
1078,10.780000,-0.235829,0.023219,-1.016752
1079,10.790000,-0.235811,0.023236,-1.016747
1080,10.800000,-0.235817,0.023271,-1.016715
1081,10.810000,-0.235849,0.023208,-1.016785
1082,10.820000,-0.235814,0.023271,-1.016706
1083,10.830000,-0.235813,0.023260,-1.016718
1084,10.840000,-0.235832,0.023222,-1.016731
1085,10.850000,-0.235842,0.023191,-1.016802
1086,10.860000,-0.235822,0.023213,-1.016766
1087,10.870000,-0.235826,0.023283,-1.016729
1088,10.880000,-0.235856,0.023154,-1.016820
1089,10.890000,-0.235828,0.023181,-1.016806
1090,10.900000,-0.235833,0.023235,-1.016747
1091,10.910000,-0.235835,0.023198,-1.016813
1092,10.920000,-0.235816,0.023268,-1.016730
1093,10.930000,-0.235859,0.023177,-1.016817
1094,10.940000,-0.235839,0.023246,-1.016760
1095,10.950000,-0.235836,0.023241,-1.016743
1096,10.960000,-0.235857,0.023189,-1.016839
1097,10.970000,-0.235824,0.023288,-1.016733
1098,10.980000,-0.235837,0.023176,-1.016802
1099,10.990000,-0.235846,0.023206,-1.016772
1100,11.000000,-0.235814,0.023255,-1.016727
1101,11.010000,-0.235841,0.023174,-1.016854
1102,11.020000,-0.235828,0.023220,-1.016767
1103,11.030000,-0.235815,0.023279,-1.016732
1104,11.040000,-0.235858,0.023180,-1.016809
1105,11.050000,-0.235803,0.023243,-1.016714
1106,11.060000,-0.235833,0.023223,-1.016757
1107,11.070000,-0.235820,0.023233,-1.016745
1108,11.080000,-0.235812,0.023241,-1.016756
1109,11.090000,-0.235779,0.023332,-1.016627
1110,11.100000,-0.235799,0.023294,-1.016687
1111,11.110000,-0.235828,0.023229,-1.016749
1112,11.120000,-0.235805,0.023312,-1.016671
1113,11.130000,-0.235824,0.023232,-1.016737
1114,11.140000,-0.235806,0.023273,-1.016692
1115,11.150000,-0.235821,0.023239,-1.016762
1116,11.160000,-0.235802,0.023261,-1.016714
1117,11.170000,-0.235832,0.023204,-1.016781
1118,11.180000,-0.235821,0.023195,-1.016767
1119,11.190000,-0.235816,0.023236,-1.016742
1120,11.200000,-0.235818,0.023276,-1.016710
1121,11.210000,-0.235833,0.023219,-1.016792
1122,11.220000,-0.235818,0.023258,-1.016727
1123,11.230000,-0.235867,0.023137,-1.016863
1124,11.240000,-0.235829,0.023240,-1.016760
1125,11.250000,-0.235790,0.023293,-1.016669
1126,11.260000,-0.235837,0.023155,-1.016827
1127,11.270000,-0.235852,0.023183,-1.016821
1128,11.280000,-0.235826,0.023229,-1.016764
1129,11.290000,-0.235830,0.023199,-1.016783
1130,11.300000,-0.235817,0.023311,-1.016685
1131,11.310000,-0.235848,0.023185,-1.016825
1132,11.320000,-0.235831,0.023246,-1.016749
1133,11.330000,-0.235849,0.023180,-1.016815
1134,11.340000,-0.235816,0.023269,-1.016726
1135,11.350000,-0.235779,0.023319,-1.016610
1136,11.360000,-0.235828,0.023227,-1.016742
1137,11.370000,-0.235834,0.023219,-1.016773
1138,11.380000,-0.235817,0.023251,-1.016712
1139,11.390000,-0.235835,0.023252,-1.016722
1140,11.400000,-0.235852,0.023175,-1.016804
1141,11.410000,-0.235840,0.023208,-1.016776
1142,11.420000,-0.235801,0.023273,-1.016710
1143,11.430000,-0.235802,0.023258,-1.016715
1144,11.440000,-0.235837,0.023208,-1.016770
1145,11.450000,-0.235811,0.023268,-1.016726
1146,11.460000,-0.235816,0.023281,-1.016729
1147,11.470000,-0.235814,0.023301,-1.016668
1148,11.480000,-0.235812,0.023174,-1.016788
1149,11.490000,-0.235815,0.023272,-1.016736
1150,11.500000,-0.235810,0.023245,-1.016724
1151,11.510000,-0.235833,0.023205,-1.016758
1152,11.520000,-0.235864,0.023145,-1.016870
1153,11.530000,-0.235838,0.023274,-1.016713
1154,11.540000,-0.235802,0.023300,-1.016690
1155,11.550000,-0.235832,0.023246,-1.016729
1156,11.560000,-0.235824,0.023207,-1.016798
1157,11.570000,-0.235806,0.023229,-1.016751
1158,11.580000,-0.235823,0.023293,-1.016718
1159,11.590000,-0.235841,0.023201,-1.016781
1160,11.600000,-0.235826,0.023317,-1.016672
1161,11.610000,-0.235794,0.023322,-1.016643
1162,11.620000,-0.235794,0.023268,-1.016721
1163,11.630000,-0.235812,0.023233,-1.016768
1164,11.640000,-0.235813,0.023244,-1.016730
1165,11.650000,-0.235810,0.023300,-1.016667
1166,11.660000,-0.235822,0.023213,-1.016768
1167,11.670000,-0.235862,0.023174,-1.016827
1168,11.680000,-0.235831,0.023233,-1.016730
1169,11.690000,-0.235836,0.023192,-1.016803
1170,11.700000,-0.235826,0.023261,-1.016724
1171,11.710000,-0.235818,0.023235,-1.016738
1172,11.720000,-0.235839,0.023272,-1.016724
1173,11.730000,-0.235812,0.023249,-1.016712
1174,11.740000,-0.235850,0.023150,-1.016854
1175,11.750000,-0.235792,0.023343,-1.016614
1176,11.760000,-0.235803,0.023293,-1.016697
1177,11.770000,-0.235840,0.023193,-1.016807
1178,11.780000,-0.235811,0.023260,-1.016713
1179,11.790000,-0.235840,0.023157,-1.016834
1180,11.800000,-0.235831,0.023212,-1.016773
1181,11.810000,-0.235848,0.023184,-1.016797
1182,11.820000,-0.235820,0.023248,-1.016721
1183,11.830000,-0.235837,0.023211,-1.016763
1184,11.840000,-0.235865,0.023181,-1.016817
1185,11.850000,-0.235804,0.023302,-1.016692
1186,11.860000,-0.235840,0.023196,-1.016768
1187,11.870000,-0.235816,0.023253,-1.016730
1188,11.880000,-0.235856,0.023209,-1.016794
1189,11.890000,-0.235852,0.023204,-1.016766
1190,11.900000,-0.235840,0.023230,-1.016787
1191,11.910000,-0.235807,0.023270,-1.016721
1192,11.920000,-0.235818,0.023227,-1.016774
1193,11.930000,-0.235811,0.023256,-1.016706
1194,11.940000,-0.235824,0.023222,-1.016777
1195,11.950000,-0.235825,0.023247,-1.016742
1196,11.960000,-0.235779,0.023352,-1.016603
1197,11.970000,-0.235855,0.023168,-1.016807
1198,11.980000,-0.235822,0.023240,-1.016753
1199,11.990000,-0.235831,0.023224,-1.016765
1200,12.000000,-0.235843,0.023167,-1.016818
1201,12.010000,-0.235816,0.023239,-1.016771
1202,12.020000,-0.235824,0.023284,-1.016706
1203,12.030000,-0.235814,0.023254,-1.016737
1204,12.040000,-0.235859,0.023133,-1.016874
1205,12.050000,-0.235794,0.023340,-1.016640
1206,12.060000,-0.235816,0.023238,-1.016720
1207,12.070000,-0.235825,0.023208,-1.016788
1208,12.080000,-0.235821,0.023224,-1.016765
1209,12.090000,-0.235834,0.023202,-1.016794
1210,12.100000,-0.235821,0.023260,-1.016719
1211,12.110000,-0.235838,0.023147,-1.016854
1212,12.120000,-0.235845,0.023241,-1.016769
1213,12.130000,-0.235802,0.023268,-1.016707
1214,12.140000,-0.235836,0.023190,-1.016807
1215,12.150000,-0.235838,0.023237,-1.016773
1216,12.160000,-0.235832,0.023209,-1.016783
1217,12.170000,-0.235798,0.023290,-1.016682
1218,12.180000,-0.235825,0.023243,-1.016753
1219,12.190000,-0.235816,0.023225,-1.016753
1220,12.200000,-0.235856,0.023227,-1.016767
1221,12.210000,-0.235822,0.023232,-1.016756
1222,12.220000,-0.235834,0.023242,-1.016748
1223,12.230000,-0.235861,0.023125,-1.016864
1224,12.240000,-0.235840,0.023189,-1.016822
1225,12.250000,-0.235835,0.023212,-1.016782
1226,12.260000,-0.235820,0.023194,-1.016779
1227,12.270000,-0.235850,0.023203,-1.016783
1228,12.280000,-0.235828,0.023231,-1.016744
1229,12.290000,-0.235845,0.023218,-1.016772
1230,12.300000,-0.235851,0.023200,-1.016810
1231,12.310000,-0.235839,0.023205,-1.016790
1232,12.320000,-0.235828,0.023205,-1.016797
1233,12.330000,-0.235854,0.023206,-1.016811
1234,12.340000,-0.235821,0.023276,-1.016703
1235,12.350000,-0.235836,0.023190,-1.016795
1236,12.360000,-0.235840,0.023189,-1.016797
1237,12.370000,-0.235815,0.023277,-1.016717
1238,12.380000,-0.235823,0.023197,-1.016788
1239,12.390000,-0.235809,0.023274,-1.016713
1240,12.400000,-0.235832,0.023247,-1.016744
1241,12.410000,-0.235850,0.023153,-1.016845
1242,12.420000,-0.235852,0.023186,-1.016802
1243,12.430000,-0.235795,0.023292,-1.016698
1244,12.440000,-0.235825,0.023208,-1.016763
1245,12.450000,-0.235797,0.023287,-1.016685
1246,12.460000,-0.235803,0.023253,-1.016751
1247,12.470000,-0.235825,0.023249,-1.016751
1248,12.480000,-0.235838,0.023238,-1.016738
1249,12.490000,-0.235832,0.023202,-1.016788
1250,12.500000,-0.235817,0.023244,-1.016708
1251,12.510000,-0.235829,0.023176,-1.016816
1252,12.520000,-0.235816,0.023255,-1.016726
1253,12.530000,-0.235812,0.023232,-1.016756
1254,12.540000,-0.235849,0.023230,-1.016752
1255,12.550000,-0.235832,0.023255,-1.016744
1256,12.560000,-0.235855,0.023135,-1.016845
1257,12.570000,-0.235832,0.023254,-1.016739
1258,12.580000,-0.235821,0.023230,-1.016759
1259,12.590000,-0.235811,0.023280,-1.016684
1260,12.600000,-0.235798,0.023291,-1.016685
1261,12.610000,-0.235830,0.023222,-1.016787
1262,12.620000,-0.235835,0.023255,-1.016742
1263,12.630000,-0.235825,0.023216,-1.016772
1264,12.640000,-0.235812,0.023249,-1.016721
1265,12.650000,-0.235827,0.023160,-1.016854
1266,12.660000,-0.235824,0.023244,-1.016757
1267,12.670000,-0.235824,0.023247,-1.016720
1268,12.680000,-0.235810,0.023268,-1.016722
1269,12.690000,-0.235811,0.023220,-1.016740
1270,12.700000,-0.235807,0.023252,-1.016753
1271,12.710000,-0.235815,0.023241,-1.016750
1272,12.720000,-0.235837,0.023226,-1.016759
1273,12.730000,-0.235814,0.023285,-1.016685
1274,12.740000,-0.235838,0.023170,-1.016804
1275,12.750000,-0.235818,0.023252,-1.016763
1276,12.760000,-0.235833,0.023256,-1.016727
1277,12.770000,-0.235861,0.023161,-1.016824
1278,12.780000,-0.235847,0.023201,-1.016780
1279,12.790000,-0.235800,0.023279,-1.016696
1280,12.800000,-0.235806,0.023301,-1.016675
1281,12.810000,-0.235842,0.023237,-1.016735
1282,12.820000,-0.235798,0.023341,-1.016640
1283,12.830000,-0.235822,0.023242,-1.016735
1284,12.840000,-0.235833,0.023238,-1.016745
1285,12.850000,-0.235817,0.023294,-1.016697
1286,12.860000,-0.235807,0.023283,-1.016677
1287,12.870000,-0.235856,0.023212,-1.016776
1288,12.880000,-0.235811,0.023280,-1.016706
1289,12.890000,-0.235840,0.023230,-1.016788
1290,12.900000,-0.235794,0.023296,-1.016707
1291,12.910000,-0.235819,0.023268,-1.016717
1292,12.920000,-0.235842,0.023187,-1.016802
1293,12.930000,-0.235826,0.023265,-1.016705
1294,12.940000,-0.235816,0.023278,-1.016704
1295,12.950000,-0.235809,0.023267,-1.016680
1296,12.960000,-0.235816,0.023274,-1.016718
1297,12.970000,-0.235828,0.023293,-1.016701
1298,12.980000,-0.235842,0.023184,-1.016778
1299,12.990000,-0.235818,0.023244,-1.016765
1300,13.000000,-0.235811,0.023246,-1.016726
1301,13.010000,-0.235837,0.023228,-1.016749
1302,13.020000,-0.235831,0.023263,-1.016704
1303,13.030000,-0.235799,0.023300,-1.016709
1304,13.040000,-0.235842,0.023170,-1.016837
1305,13.050000,-0.235806,0.023259,-1.016727
1306,13.060000,-0.235815,0.023229,-1.016742
1307,13.070000,-0.235865,0.023142,-1.016855
1308,13.080000,-0.235816,0.023246,-1.016741
1309,13.090000,-0.235801,0.023308,-1.016665
1310,13.100000,-0.235829,0.023248,-1.016735
1311,13.110000,-0.235840,0.023193,-1.016801
1312,13.120000,-0.235804,0.023271,-1.016732
1313,13.130000,-0.235811,0.023307,-1.016657
1314,13.140000,-0.235832,0.023223,-1.016714
1315,13.150000,-0.235821,0.023263,-1.016740
1316,13.160000,-0.235817,0.023266,-1.016720
1317,13.170000,-0.235813,0.023298,-1.016690
1318,13.180000,-0.235827,0.023171,-1.016820
1319,13.190000,-0.235814,0.023261,-1.016724
1320,13.200000,-0.235837,0.023238,-1.016788
1321,13.210000,-0.235856,0.023143,-1.016836
1322,13.220000,-0.235814,0.023221,-1.016753
1323,13.230000,-0.235837,0.023186,-1.016808
1324,13.240000,-0.235818,0.023242,-1.016746
1325,13.250000,-0.235842,0.023201,-1.016780
1326,13.260000,-0.235821,0.023234,-1.016732
1327,13.270000,-0.235812,0.023302,-1.016689
1328,13.280000,-0.235824,0.023237,-1.016737
1329,13.290000,-0.235804,0.023289,-1.016688
1330,13.300000,-0.235816,0.023237,-1.016760
1331,13.310000,-0.235817,0.023286,-1.016711
1332,13.320000,-0.235821,0.023260,-1.016689
1333,13.330000,-0.235823,0.023270,-1.016718
1334,13.340000,-0.235835,0.023228,-1.016757
1335,13.350000,-0.235795,0.023287,-1.016682
1336,13.360000,-0.235835,0.023187,-1.016807
1337,13.370000,-0.235816,0.023266,-1.016724
1338,13.380000,-0.235801,0.023264,-1.016705
1339,13.390000,-0.235836,0.023215,-1.016776
1340,13.400000,-0.235828,0.023224,-1.016758
1341,13.410000,-0.235828,0.023225,-1.016769
1342,13.420000,-0.235826,0.023238,-1.016764
1343,13.430000,-0.235839,0.023239,-1.016740
1344,13.440000,-0.235822,0.023223,-1.016754
1345,13.450000,-0.235799,0.023300,-1.016686
1346,13.460000,-0.235818,0.023243,-1.016740
1347,13.470000,-0.235817,0.023262,-1.016704
1348,13.480000,-0.235830,0.023272,-1.016736
1349,13.490000,-0.235819,0.023249,-1.016738
1350,13.500000,-0.235796,0.023300,-1.016682
1351,13.510000,-0.235829,0.023254,-1.016707
1352,13.520000,-0.235811,0.023207,-1.016774
1353,13.530000,-0.235838,0.023205,-1.016804
1354,13.540000,-0.235828,0.023225,-1.016774
1355,13.550000,-0.235827,0.023239,-1.016770
1356,13.560000,-0.235793,0.023328,-1.016635
1357,13.570000,-0.235816,0.023247,-1.016737
1358,13.580000,-0.235822,0.023278,-1.016702
1359,13.590000,-0.235823,0.023193,-1.016802
1360,13.600000,-0.235821,0.023283,-1.016692
1361,13.610000,-0.235827,0.023226,-1.016776
1362,13.620000,-0.235842,0.023177,-1.016814
1363,13.630000,-0.235819,0.023229,-1.016759
1364,13.640000,-0.235826,0.023224,-1.016759
1365,13.650000,-0.235842,0.023199,-1.016792
1366,13.660000,-0.235833,0.023191,-1.016786
1367,13.670000,-0.235843,0.023169,-1.016801
1368,13.680000,-0.235792,0.023284,-1.016688
1369,13.690000,-0.235821,0.023207,-1.016781
1370,13.700000,-0.235848,0.023169,-1.016833
1371,13.710000,-0.235834,0.023229,-1.016756
1372,13.720000,-0.235840,0.023211,-1.016810
1373,13.730000,-0.235795,0.023304,-1.016692
1374,13.740000,-0.235806,0.023243,-1.016741
1375,13.750000,-0.235798,0.023297,-1.016664
1376,13.760000,-0.235851,0.023221,-1.016785
1377,13.770000,-0.235829,0.023247,-1.016742
1378,13.780000,-0.235824,0.023245,-1.016725
1379,13.790000,-0.235803,0.023240,-1.016723
1380,13.800000,-0.235843,0.023198,-1.016800
1381,13.810000,-0.235838,0.023214,-1.016757
1382,13.820000,-0.235836,0.023202,-1.016784
1383,13.830000,-0.235814,0.023295,-1.016698
1384,13.840000,-0.235852,0.023137,-1.016844
1385,13.850000,-0.235831,0.023284,-1.016695
1386,13.860000,-0.235828,0.023271,-1.016713
1387,13.870000,-0.235821,0.023278,-1.016701
1388,13.880000,-0.235814,0.023275,-1.016733
1389,13.890000,-0.235831,0.023173,-1.016794
1390,13.900000,-0.235786,0.023337,-1.016664
1391,13.910000,-0.235816,0.023271,-1.016714
1392,13.920000,-0.235812,0.023236,-1.016743
1393,13.930000,-0.235815,0.023266,-1.016711
1394,13.940000,-0.235825,0.023240,-1.016734
1395,13.950000,-0.235830,0.023233,-1.016753
1396,13.960000,-0.235805,0.023313,-1.016666
1397,13.970000,-0.235848,0.023243,-1.016741
1398,13.980000,-0.235834,0.023198,-1.016809
1399,13.990000,-0.235774,0.023297,-1.016670
1400,14.000000,-0.235827,0.023218,-1.016777
1401,14.010000,-0.235788,0.023252,-1.016715
1402,14.020000,-0.235832,0.023223,-1.016753
1403,14.030000,-0.235811,0.023279,-1.016685
1404,14.040000,-0.235814,0.023291,-1.016697
1405,14.050000,-0.235809,0.023243,-1.016733
1406,14.060000,-0.235815,0.023229,-1.016748
1407,14.070000,-0.235831,0.023203,-1.016774
1408,14.080000,-0.235841,0.023164,-1.016840
1409,14.090000,-0.235812,0.023277,-1.016678
1410,14.100000,-0.235819,0.023215,-1.016778
1411,14.110000,-0.235831,0.023188,-1.016788
1412,14.120000,-0.235838,0.023195,-1.016781
1413,14.130000,-0.235840,0.023197,-1.016785
1414,14.140000,-0.235832,0.023149,-1.016825
1415,14.150000,-0.235800,0.023345,-1.016622
1416,14.160000,-0.235803,0.023263,-1.016727
1417,14.170000,-0.235823,0.023239,-1.016771
1418,14.180000,-0.235816,0.023234,-1.016741
1419,14.190000,-0.235823,0.023257,-1.016700
1420,14.200000,-0.235829,0.023262,-1.016706
1421,14.210000,-0.235821,0.023229,-1.016738
1422,14.220000,-0.235826,0.023252,-1.016736
1423,14.230000,-0.235822,0.023261,-1.016718
1424,14.240000,-0.235847,0.023163,-1.016812
1425,14.250000,-0.235812,0.023280,-1.016715
1426,14.260000,-0.235838,0.023218,-1.016760
1427,14.270000,-0.235832,0.023209,-1.016790
1428,14.280000,-0.235829,0.023255,-1.016748
1429,14.290000,-0.235812,0.023229,-1.016764
1430,14.300000,-0.235820,0.023257,-1.016725
1431,14.310000,-0.235789,0.023306,-1.016666
1432,14.320000,-0.235835,0.023268,-1.016716
1433,14.330000,-0.235847,0.023182,-1.016789
1434,14.340000,-0.235812,0.023251,-1.016736
1435,14.350000,-0.235831,0.023236,-1.016754
1436,14.360000,-0.235817,0.023256,-1.016706
1437,14.370000,-0.235819,0.023244,-1.016739
1438,14.380000,-0.235831,0.023205,-1.016773
1439,14.390000,-0.235823,0.023263,-1.016726
1440,14.400000,-0.235818,0.023234,-1.016738
1441,14.410000,-0.235842,0.023225,-1.016772
1442,14.420000,-0.235813,0.023201,-1.016780
1443,14.430000,-0.235837,0.023216,-1.016765
1444,14.440000,-0.235809,0.023287,-1.016698
1445,14.450000,-0.235820,0.023257,-1.016730
1446,14.460000,-0.235823,0.023215,-1.016746
1447,14.470000,-0.235818,0.023211,-1.016772
1448,14.480000,-0.235816,0.023278,-1.016716
1449,14.490000,-0.235828,0.023168,-1.016812
1450,14.500000,-0.235826,0.023258,-1.016719
1451,14.510000,-0.235833,0.023242,-1.016748
1452,14.520000,-0.235805,0.023274,-1.016713
1453,14.530000,-0.235813,0.023261,-1.016723
1454,14.540000,-0.235829,0.023190,-1.016802
1455,14.550000,-0.235819,0.023222,-1.016750
1456,14.560000,-0.235829,0.023210,-1.016790
1457,14.570000,-0.235793,0.023240,-1.016739
1458,14.580000,-0.235828,0.023242,-1.016750
1459,14.590000,-0.235864,0.023153,-1.016829
1460,14.600000,-0.235833,0.023201,-1.016797
1461,14.610000,-0.235822,0.023244,-1.016739
1462,14.620000,-0.235793,0.023295,-1.016665
1463,14.630000,-0.235839,0.023229,-1.016772
1464,14.640000,-0.235795,0.023253,-1.016727
1465,14.650000,-0.235838,0.023221,-1.016771
1466,14.660000,-0.235831,0.023256,-1.016735
1467,14.670000,-0.235799,0.023239,-1.016717
1468,14.680000,-0.235821,0.023269,-1.016711
1469,14.690000,-0.235818,0.023258,-1.016694
1470,14.700000,-0.235801,0.023308,-1.016648
1471,14.710000,-0.235830,0.023175,-1.016770
1472,14.720000,-0.235837,0.023177,-1.016800
1473,14.730000,-0.235822,0.023244,-1.016736
1474,14.740000,-0.235828,0.023197,-1.016786
1475,14.750000,-0.235824,0.023236,-1.016740
1476,14.760000,-0.235795,0.023310,-1.016663
1477,14.770000,-0.235810,0.023261,-1.016709
1478,14.780000,-0.235841,0.023189,-1.016776
1479,14.790000,-0.235811,0.023238,-1.016753
1480,14.800000,-0.235826,0.023234,-1.016745
1481,14.810000,-0.235808,0.023257,-1.016719
1482,14.820000,-0.235825,0.023226,-1.016759
1483,14.830000,-0.235806,0.023294,-1.016683
1484,14.840000,-0.235832,0.023184,-1.016807
1485,14.850000,-0.235831,0.023218,-1.016801
1486,14.860000,-0.235815,0.023240,-1.016748
1487,14.870000,-0.235837,0.023158,-1.016831
1488,14.880000,-0.235805,0.023299,-1.016685
1489,14.890000,-0.235800,0.023289,-1.016673
1490,14.900000,-0.235815,0.023244,-1.016732
1491,14.910000,-0.235835,0.023233,-1.016763
1492,14.920000,-0.235815,0.023273,-1.016711
1493,14.930000,-0.235814,0.023266,-1.016727
1494,14.940000,-0.235830,0.023217,-1.016782
1495,14.950000,-0.235833,0.023256,-1.016726
1496,14.960000,-0.235844,0.023208,-1.016749
1497,14.970000,-0.235814,0.023239,-1.016742
1498,14.980000,-0.235836,0.023211,-1.016759
1499,14.990000,-0.235812,0.023231,-1.016712
1500,15.000000,-0.235825,0.023238,-1.016757
1501,15.010000,-0.235817,0.023233,-1.016738
1502,15.020000,-0.235831,0.023187,-1.016775
1503,15.030000,-0.235828,0.023218,-1.016734
1504,15.040000,-0.235848,0.023190,-1.016810
1505,15.050000,-0.235831,0.023236,-1.016757
1506,15.060000,-0.235832,0.023182,-1.016788
1507,15.070000,-0.235811,0.023239,-1.016736
1508,15.080000,-0.235806,0.023263,-1.016695
1509,15.090000,-0.235848,0.023184,-1.016802
1510,15.100000,-0.235820,0.023231,-1.016738
1511,15.110000,-0.235785,0.023321,-1.016635
1512,15.120000,-0.235847,0.023169,-1.016813
1513,15.130000,-0.235835,0.023212,-1.016737
1514,15.140000,-0.235813,0.023234,-1.016774
1515,15.150000,-0.235830,0.023233,-1.016729
1516,15.160000,-0.235827,0.023192,-1.016793
1517,15.170000,-0.235813,0.023238,-1.016722
1518,15.180000,-0.235817,0.023249,-1.016732
1519,15.190000,-0.235813,0.023248,-1.016740
1520,15.200000,-0.235834,0.023191,-1.016800
1521,15.210000,-0.235847,0.023179,-1.016798
1522,15.220000,-0.235815,0.023239,-1.016757
1523,15.230000,-0.235825,0.023198,-1.016789
1524,15.240000,-0.235817,0.023266,-1.016707
1525,15.250000,-0.235852,0.023135,-1.016859
1526,15.260000,-0.235810,0.023269,-1.016700
1527,15.270000,-0.235825,0.023272,-1.016708
1528,15.280000,-0.235825,0.023239,-1.016740
1529,15.290000,-0.235824,0.023232,-1.016758
1530,15.300000,-0.235804,0.023252,-1.016716
1531,15.310000,-0.235799,0.023321,-1.016649
1532,15.320000,-0.235842,0.023180,-1.016788
1533,15.330000,-0.235834,0.023163,-1.016804
1534,15.340000,-0.235809,0.023316,-1.016629
1535,15.350000,-0.235819,0.023186,-1.016783
1536,15.360000,-0.235795,0.023294,-1.016679
1537,15.370000,-0.235785,0.023316,-1.016664
1538,15.380000,-0.235814,0.023276,-1.016699
1539,15.390000,-0.235836,0.023201,-1.016784
1540,15.400000,-0.235820,0.023252,-1.016735
1541,15.410000,-0.235820,0.023254,-1.016733
1542,15.420000,-0.235836,0.023192,-1.016788
1543,15.430000,-0.235842,0.023208,-1.016747
1544,15.440000,-0.235827,0.023220,-1.016767
1545,15.450000,-0.235834,0.023156,-1.016805
1546,15.460000,-0.235831,0.023199,-1.016794
1547,15.470000,-0.235828,0.023195,-1.016793
1548,15.480000,-0.235853,0.023191,-1.016794
1549,15.490000,-0.235834,0.023148,-1.016823
1550,15.500000,-0.235858,0.023180,-1.016819
1551,15.510000,-0.235825,0.023208,-1.016740
1552,15.520000,-0.235797,0.023292,-1.016683
1553,15.530000,-0.235845,0.023229,-1.016758
1554,15.540000,-0.235837,0.023220,-1.016749
1555,15.550000,-0.235843,0.023190,-1.016807
1556,15.560000,-0.235864,0.023188,-1.016817
1557,15.570000,-0.235827,0.023217,-1.016754
1558,15.580000,-0.235858,0.023168,-1.016829
1559,15.590000,-0.235821,0.023241,-1.016724
1560,15.600000,-0.235822,0.023224,-1.016702
1561,15.610000,-0.235827,0.023223,-1.016762
1562,15.620000,-0.235849,0.023151,-1.016828
1563,15.630000,-0.235844,0.023229,-1.016771
1564,15.640000,-0.235820,0.023234,-1.016743
1565,15.650000,-0.235838,0.023179,-1.016797
1566,15.660000,-0.235797,0.023272,-1.016701
1567,15.670000,-0.235854,0.023171,-1.016815
1568,15.680000,-0.235851,0.023181,-1.016813
1569,15.690000,-0.235819,0.023236,-1.016747
1570,15.700000,-0.235836,0.023149,-1.016827
1571,15.710000,-0.235788,0.023319,-1.016638
1572,15.720000,-0.235822,0.023211,-1.016785
1573,15.730000,-0.235821,0.023233,-1.016791
1574,15.740000,-0.235826,0.023220,-1.016759
1575,15.750000,-0.235861,0.023123,-1.016884
1576,15.760000,-0.235812,0.023262,-1.016715
1577,15.770000,-0.235816,0.023287,-1.016686
1578,15.780000,-0.235817,0.023258,-1.016706
1579,15.790000,-0.235815,0.023262,-1.016695
1580,15.800000,-0.235865,0.023112,-1.016879
1581,15.810000,-0.235805,0.023291,-1.016686
1582,15.820000,-0.235809,0.023242,-1.016710
1583,15.830000,-0.235850,0.023176,-1.016798
1584,15.840000,-0.235827,0.023271,-1.016690
1585,15.850000,-0.235824,0.023216,-1.016783
1586,15.860000,-0.235815,0.023256,-1.016704
1587,15.870000,-0.235805,0.023261,-1.016710
1588,15.880000,-0.235838,0.023221,-1.016770
1589,15.890000,-0.235825,0.023216,-1.016749
1590,15.900000,-0.235821,0.023210,-1.016779
1591,15.910000,-0.235856,0.023156,-1.016822
1592,15.920000,-0.235841,0.023172,-1.016801
1593,15.930000,-0.235799,0.023264,-1.016709
1594,15.940000,-0.235808,0.023232,-1.016723
1595,15.950000,-0.235823,0.023238,-1.016736
1596,15.960000,-0.235814,0.023240,-1.016748
1597,15.970000,-0.235825,0.023207,-1.016777
1598,15.980000,-0.235802,0.023249,-1.016716
1599,15.990000,-0.235821,0.023229,-1.016744
1600,16.000000,-0.235838,0.023218,-1.016777
1601,16.010000,-0.235830,0.023245,-1.016752
1602,16.020000,-0.235831,0.023215,-1.016769
1603,16.030000,-0.235843,0.023196,-1.016778
1604,16.040000,-0.235824,0.023232,-1.016731
1605,16.050000,-0.235850,0.023180,-1.016800
1606,16.060000,-0.235831,0.023199,-1.016772
