Format Version,1.23,Take Name,Take 2024-04-18 09.52.19 AM_075,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-18 10.02.20.699 AM,Capture Start Frame,4752070,Total Frames in Take,2728,Total Exported Frames,2728,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
37,0.370000,-0.228539,0.023067,-0.997211
38,0.380000,-0.228537,0.023035,-0.997233
39,0.390000,-0.228549,0.023071,-0.997184
40,0.400000,-0.228557,0.023068,-0.997202
41,0.410000,-0.228530,0.023123,-0.997144
42,0.420000,-0.228535,0.023118,-0.997168
43,0.430000,-0.228523,0.023157,-0.997081
44,0.440000,-0.228529,0.023109,-0.997152
45,0.450000,-0.228533,0.023094,-0.997150
46,0.460000,-0.228547,0.023078,-0.997180
47,0.470000,-0.228561,0.023013,-0.997247
48,0.480000,-0.228528,0.023158,-0.997079
49,0.490000,-0.228539,0.023053,-0.997211
50,0.500000,-0.228546,0.023036,-0.997227
51,0.510000,-0.228541,0.023108,-0.997170
52,0.520000,-0.228546,0.023084,-0.997175
53,0.530000,-0.228541,0.023119,-0.997136
54,0.540000,-0.228540,0.023070,-0.997183
55,0.550000,-0.228570,0.023033,-0.997233
56,0.560000,-0.228562,0.023022,-0.997238
57,0.570000,-0.228555,0.023040,-0.997213
58,0.580000,-0.228545,0.023061,-0.997202
59,0.590000,-0.228491,0.023172,-0.997034
60,0.600000,-0.228566,0.023069,-0.997186
61,0.610000,-0.228539,0.023088,-0.997189
62,0.620000,-0.228507,0.023168,-0.997070
63,0.630000,-0.228564,0.023066,-0.997207
64,0.640000,-0.228556,0.023074,-0.997185
65,0.650000,-0.228516,0.023167,-0.997094
66,0.660000,-0.228533,0.023114,-0.997149
67,0.670000,-0.228569,0.022999,-0.997274
68,0.680000,-0.228575,0.023023,-0.997241
69,0.690000,-0.228534,0.023101,-0.997171
70,0.700000,-0.228556,0.023058,-0.997205
71,0.710000,-0.228541,0.023127,-0.997128
72,0.720000,-0.228525,0.023102,-0.997151
73,0.730000,-0.228564,0.022990,-0.997307
74,0.740000,-0.228520,0.023153,-0.997114
75,0.750000,-0.228568,0.023038,-0.997226
76,0.760000,-0.228535,0.023105,-0.997170
77,0.770000,-0.228545,0.023031,-0.997221
78,0.780000,-0.228549,0.023026,-0.997241
79,0.790000,-0.228535,0.023080,-0.997166
80,0.800000,-0.228547,0.023028,-0.997211
81,0.810000,-0.228551,0.023054,-0.997211
82,0.820000,-0.228534,0.023078,-0.997170
83,0.830000,-0.228552,0.022955,-0.997304
84,0.840000,-0.228562,0.023080,-0.997182
85,0.850000,-0.228558,0.023033,-0.997243
86,0.860000,-0.228511,0.023149,-0.997126
87,0.870000,-0.228538,0.023094,-0.997136
88,0.880000,-0.228557,0.023022,-0.997222
89,0.890000,-0.228562,0.023006,-0.997252
90,0.900000,-0.228574,0.023017,-0.997262
91,0.910000,-0.228542,0.023094,-0.997155
92,0.920000,-0.228543,0.023064,-0.997187
93,0.930000,-0.228570,0.023066,-0.997208
94,0.940000,-0.228566,0.023016,-0.997272
95,0.950000,-0.228553,0.023037,-0.997213
96,0.960000,-0.228557,0.023063,-0.997217
97,0.970000,-0.228543,0.023073,-0.997171
98,0.980000,-0.228544,0.023098,-0.997167
99,0.990000,-0.228533,0.023058,-0.997179
100,1.000000,-0.228533,0.023095,-0.997192
101,1.010000,-0.228545,0.023085,-0.997202
102,1.020000,-0.228535,0.023119,-0.997129
103,1.030000,-0.228546,0.023069,-0.997187
104,1.040000,-0.228516,0.023144,-0.997108
105,1.050000,-0.228548,0.023062,-0.997199
106,1.060000,-0.228542,0.023049,-0.997205
107,1.070000,-0.228551,0.023051,-0.997212
108,1.080000,-0.228551,0.023073,-0.997199
109,1.090000,-0.228520,0.023160,-0.997089
110,1.100000,-0.228568,0.023059,-0.997206
111,1.110000,-0.228542,0.023132,-0.997140
112,1.120000,-0.228560,0.023031,-0.997233
113,1.130000,-0.228519,0.023116,-0.997138
114,1.140000,-0.228543,0.023029,-0.997240
115,1.150000,-0.228536,0.023123,-0.997140
116,1.160000,-0.228534,0.023095,-0.997169
117,1.170000,-0.228541,0.023099,-0.997164
118,1.180000,-0.228559,0.023046,-0.997211
119,1.190000,-0.228537,0.023080,-0.997176
120,1.200000,-0.228532,0.023122,-0.997117
121,1.210000,-0.228529,0.023079,-0.997178
122,1.220000,-0.228539,0.023091,-0.997170
123,1.230000,-0.228536,0.023097,-0.997138
124,1.240000,-0.228536,0.023111,-0.997114
125,1.250000,-0.228517,0.023139,-0.997119
126,1.260000,-0.228531,0.023145,-0.997098
127,1.270000,-0.228551,0.023056,-0.997197
128,1.280000,-0.228548,0.023072,-0.997190
129,1.290000,-0.228575,0.023041,-0.997240
130,1.300000,-0.228538,0.023061,-0.997200
131,1.310000,-0.228564,0.023082,-0.997187
132,1.320000,-0.228536,0.023090,-0.997154
133,1.330000,-0.228526,0.023102,-0.997159
134,1.340000,-0.228524,0.023086,-0.997164
135,1.350000,-0.228516,0.023129,-0.997119
136,1.360000,-0.228555,0.023087,-0.997178
137,1.370000,-0.228528,0.023129,-0.997172
138,1.380000,-0.228549,0.023050,-0.997227
139,1.390000,-0.228520,0.023127,-0.997155
140,1.400000,-0.228556,0.023027,-0.997243
141,1.410000,-0.228527,0.023143,-0.997087
142,1.420000,-0.228537,0.023021,-0.997251
143,1.430000,-0.228532,0.023127,-0.997117
144,1.440000,-0.228538,0.023092,-0.997171
145,1.450000,-0.228539,0.023100,-0.997153
146,1.460000,-0.228532,0.023047,-0.997203
147,1.470000,-0.228531,0.023071,-0.997218
148,1.480000,-0.228531,0.023114,-0.997133
149,1.490000,-0.228556,0.023076,-0.997185
150,1.500000,-0.228539,0.023133,-0.997120
151,1.510000,-0.228508,0.023154,-0.997086
152,1.520000,-0.228526,0.023065,-0.997177
153,1.530000,-0.228532,0.023101,-0.997149
154,1.540000,-0.228565,0.023017,-0.997261
155,1.550000,-0.228558,0.023043,-0.997209
156,1.560000,-0.228568,0.023047,-0.997232
157,1.570000,-0.228557,0.023086,-0.997196
158,1.580000,-0.228555,0.023057,-0.997205
159,1.590000,-0.228535,0.023134,-0.997133
160,1.600000,-0.228592,0.022992,-0.997321
161,1.610000,-0.228551,0.023088,-0.997174
162,1.620000,-0.228547,0.023136,-0.997127
163,1.630000,-0.228548,0.023040,-0.997210
164,1.640000,-0.228573,0.023010,-0.997270
165,1.650000,-0.228540,0.023059,-0.997202
166,1.660000,-0.228539,0.023077,-0.997189
167,1.670000,-0.228533,0.023125,-0.997146
168,1.680000,-0.228538,0.023053,-0.997216
169,1.690000,-0.228541,0.023115,-0.997146
170,1.700000,-0.228540,0.023088,-0.997157
171,1.710000,-0.228546,0.023152,-0.997114
172,1.720000,-0.228543,0.023072,-0.997208
173,1.730000,-0.228546,0.023039,-0.997197
174,1.740000,-0.228558,0.023036,-0.997250
175,1.750000,-0.228521,0.023114,-0.997171
176,1.760000,-0.228541,0.023118,-0.997153
177,1.770000,-0.228518,0.023124,-0.997151
178,1.780000,-0.228547,0.023026,-0.997258
179,1.790000,-0.228556,0.023053,-0.997222
180,1.800000,-0.228544,0.023077,-0.997154
181,1.810000,-0.228515,0.023133,-0.997090
182,1.820000,-0.228506,0.023213,-0.997039
183,1.830000,-0.228564,0.023092,-0.997154
184,1.840000,-0.228556,0.023085,-0.997170
185,1.850000,-0.228543,0.023063,-0.997180
186,1.860000,-0.228535,0.023109,-0.997186
187,1.870000,-0.228539,0.023097,-0.997153
188,1.880000,-0.228554,0.023031,-0.997219
189,1.890000,-0.228552,0.023055,-0.997220
190,1.900000,-0.228546,0.023067,-0.997198
191,1.910000,-0.228528,0.023191,-0.997078
192,1.920000,-0.228539,0.023083,-0.997170
193,1.930000,-0.228544,0.023059,-0.997212
194,1.940000,-0.228547,0.023112,-0.997151
195,1.950000,-0.228539,0.023085,-0.997149
196,1.960000,-0.228545,0.023049,-0.997231
197,1.970000,-0.228562,0.023047,-0.997239
198,1.980000,-0.228494,0.023212,-0.997010
199,1.990000,-0.228518,0.023150,-0.997141
200,2.000000,-0.228528,0.023090,-0.997168
201,2.010000,-0.228541,0.023064,-0.997209
202,2.020000,-0.228515,0.023108,-0.997137
203,2.030000,-0.228559,0.023062,-0.997204
204,2.040000,-0.228525,0.023134,-0.997117
205,2.050000,-0.228531,0.023121,-0.997134
206,2.060000,-0.228492,0.023160,-0.997076
207,2.070000,-0.228532,0.023064,-0.997201
208,2.080000,-0.228525,0.023114,-0.997149
209,2.090000,-0.228544,0.023053,-0.997211
210,2.100000,-0.228551,0.023053,-0.997211
211,2.110000,-0.228545,0.023093,-0.997180
212,2.120000,-0.228525,0.023091,-0.997204
213,2.130000,-0.228539,0.023120,-0.997135
214,2.140000,-0.228543,0.023139,-0.997138
215,2.150000,-0.228543,0.023080,-0.997158
216,2.160000,-0.228524,0.023119,-0.997122
217,2.170000,-0.228543,0.023070,-0.997176
218,2.180000,-0.228528,0.023062,-0.997186
219,2.190000,-0.228559,0.023044,-0.997222
220,2.200000,-0.228539,0.023063,-0.997203
221,2.210000,-0.228549,0.023071,-0.997201
222,2.220000,-0.228528,0.023125,-0.997118
223,2.230000,-0.228530,0.023125,-0.997131
224,2.240000,-0.228553,0.023082,-0.997216
225,2.250000,-0.228510,0.023135,-0.997130
226,2.260000,-0.228548,0.023081,-0.997177
227,2.270000,-0.228546,0.023097,-0.997167
228,2.280000,-0.228538,0.023029,-0.997244
229,2.290000,-0.228545,0.023077,-0.997191
230,2.300000,-0.228553,0.023085,-0.997183
231,2.310000,-0.228518,0.023171,-0.997092
232,2.320000,-0.228541,0.023108,-0.997147
233,2.330000,-0.228548,0.023055,-0.997198
234,2.340000,-0.228564,0.023062,-0.997223
235,2.350000,-0.228526,0.023125,-0.997149
236,2.360000,-0.228545,0.023064,-0.997216
237,2.370000,-0.228535,0.023100,-0.997179
238,2.380000,-0.228546,0.023112,-0.997140
239,2.390000,-0.228571,0.022941,-0.997353
240,2.400000,-0.228521,0.023110,-0.997134
241,2.410000,-0.228549,0.023022,-0.997231
242,2.420000,-0.228538,0.023061,-0.997213
243,2.430000,-0.228530,0.023100,-0.997155
244,2.440000,-0.228552,0.023057,-0.997232
245,2.450000,-0.228531,0.023127,-0.997141
246,2.460000,-0.228552,0.023088,-0.997188
247,2.470000,-0.228540,0.023056,-0.997202
248,2.480000,-0.228547,0.023035,-0.997224
249,2.490000,-0.228548,0.023085,-0.997187
250,2.500000,-0.228521,0.023154,-0.997083
251,2.510000,-0.228562,0.023067,-0.997212
252,2.520000,-0.228545,0.023092,-0.997155
253,2.530000,-0.228588,0.023026,-0.997239
254,2.540000,-0.228558,0.023049,-0.997220
255,2.550000,-0.228522,0.023133,-0.997108
256,2.560000,-0.228539,0.023072,-0.997191
257,2.570000,-0.228565,0.023034,-0.997242
258,2.580000,-0.228566,0.023038,-0.997235
259,2.590000,-0.228553,0.023089,-0.997164
260,2.600000,-0.228507,0.023151,-0.997079
261,2.610000,-0.228530,0.023139,-0.997107
262,2.620000,-0.228538,0.023058,-0.997194
263,2.630000,-0.228532,0.023117,-0.997131
264,2.640000,-0.228559,0.023046,-0.997250
265,2.650000,-0.228528,0.023095,-0.997161
266,2.660000,-0.228542,0.023067,-0.997211
267,2.670000,-0.228533,0.023101,-0.997161
268,2.680000,-0.228539,0.023020,-0.997261
269,2.690000,-0.228574,0.023008,-0.997283
270,2.700000,-0.228549,0.023051,-0.997205
271,2.710000,-0.228522,0.023139,-0.997122
272,2.720000,-0.228523,0.023116,-0.997115
273,2.730000,-0.228549,0.023095,-0.997184
274,2.740000,-0.228557,0.023077,-0.997190
275,2.750000,-0.228537,0.023082,-0.997192
276,2.760000,-0.228518,0.023138,-0.997128
277,2.770000,-0.228549,0.023044,-0.997196
278,2.780000,-0.228541,0.023059,-0.997211
279,2.790000,-0.228528,0.023041,-0.997211
280,2.800000,-0.228531,0.023100,-0.997167
281,2.810000,-0.228530,0.023110,-0.997178
282,2.820000,-0.228538,0.023144,-0.997115
283,2.830000,-0.228550,0.023055,-0.997233
284,2.840000,-0.228543,0.023089,-0.997168
285,2.850000,-0.228555,0.023029,-0.997236
286,2.860000,-0.228535,0.023057,-0.997239
287,2.870000,-0.228561,0.023032,-0.997243
288,2.880000,-0.228568,0.023041,-0.997231
289,2.890000,-0.228534,0.023139,-0.997139
290,2.900000,-0.228560,0.023064,-0.997199
291,2.910000,-0.228577,0.023051,-0.997237
292,2.920000,-0.228502,0.023157,-0.997064
293,2.930000,-0.228538,0.023095,-0.997166
294,2.940000,-0.228550,0.023055,-0.997202
295,2.950000,-0.228518,0.023102,-0.997190
296,2.960000,-0.228553,0.023049,-0.997211
297,2.970000,-0.228559,0.023031,-0.997242
298,2.980000,-0.228537,0.023173,-0.997071
299,2.990000,-0.228514,0.023126,-0.997129
300,3.000000,-0.228540,0.023080,-0.997203
301,3.010000,-0.228567,0.023017,-0.997271
302,3.020000,-0.228558,0.023026,-0.997244
303,3.030000,-0.228578,0.022972,-0.997308
304,3.040000,-0.228552,0.023048,-0.997234
305,3.050000,-0.228560,0.023031,-0.997238
306,3.060000,-0.228524,0.023124,-0.997129
307,3.070000,-0.228549,0.023091,-0.997188
308,3.080000,-0.228519,0.023125,-0.997134
309,3.090000,-0.228544,0.023068,-0.997188
310,3.100000,-0.228530,0.023103,-0.997129
311,3.110000,-0.228528,0.023067,-0.997203
312,3.120000,-0.228523,0.023084,-0.997169
313,3.130000,-0.228546,0.023031,-0.997195
314,3.140000,-0.228561,0.023050,-0.997207
315,3.150000,-0.228560,0.023083,-0.997192
316,3.160000,-0.228528,0.023105,-0.997149
317,3.170000,-0.228534,0.023148,-0.997142
318,3.180000,-0.228539,0.023046,-0.997222
319,3.190000,-0.228533,0.023162,-0.997119
320,3.200000,-0.228549,0.023022,-0.997235
321,3.210000,-0.228533,0.023132,-0.997136
322,3.220000,-0.228557,0.023035,-0.997225
323,3.230000,-0.228546,0.023046,-0.997219
324,3.240000,-0.228538,0.023068,-0.997190
325,3.250000,-0.228519,0.023055,-0.997226
326,3.260000,-0.228547,0.023033,-0.997219
327,3.270000,-0.228560,0.023067,-0.997190
328,3.280000,-0.228568,0.023029,-0.997244
329,3.290000,-0.228522,0.023107,-0.997153
330,3.300000,-0.228515,0.023154,-0.997115
331,3.310000,-0.228530,0.023151,-0.997108
332,3.320000,-0.228589,0.022986,-0.997286
333,3.330000,-0.228573,0.023015,-0.997281
334,3.340000,-0.228539,0.023100,-0.997175
335,3.350000,-0.228541,0.023089,-0.997165
336,3.360000,-0.228532,0.023068,-0.997199
337,3.370000,-0.228555,0.023095,-0.997197
338,3.380000,-0.228522,0.023086,-0.997168
339,3.390000,-0.228544,0.023050,-0.997230
340,3.400000,-0.228543,0.023061,-0.997202
341,3.410000,-0.228549,0.023088,-0.997188
342,3.420000,-0.228542,0.023108,-0.997140
343,3.430000,-0.228532,0.023119,-0.997118
344,3.440000,-0.228540,0.023085,-0.997174
345,3.450000,-0.228564,0.023062,-0.997192
346,3.460000,-0.228531,0.023110,-0.997146
347,3.470000,-0.228526,0.023037,-0.997212
348,3.480000,-0.228519,0.023111,-0.997149
349,3.490000,-0.228529,0.023102,-0.997167
350,3.500000,-0.228507,0.023163,-0.997063
351,3.510000,-0.228532,0.023084,-0.997190
352,3.520000,-0.228551,0.023008,-0.997247
353,3.530000,-0.228562,0.023076,-0.997201
354,3.540000,-0.228541,0.023059,-0.997210
355,3.550000,-0.228527,0.023134,-0.997140
356,3.560000,-0.228569,0.023042,-0.997240
357,3.570000,-0.228557,0.023052,-0.997234
358,3.580000,-0.228541,0.023114,-0.997162
359,3.590000,-0.228579,0.023035,-0.997242
360,3.600000,-0.228539,0.023130,-0.997149
361,3.610000,-0.228544,0.023042,-0.997222
362,3.620000,-0.228553,0.023075,-0.997201
363,3.630000,-0.228528,0.023102,-0.997150
364,3.640000,-0.228569,0.023026,-0.997260
365,3.650000,-0.228556,0.023097,-0.997167
366,3.660000,-0.228552,0.023046,-0.997229
367,3.670000,-0.228526,0.023139,-0.997128
368,3.680000,-0.228539,0.023101,-0.997182
369,3.690000,-0.228572,0.023006,-0.997272
370,3.700000,-0.228544,0.023114,-0.997171
371,3.710000,-0.228543,0.023096,-0.997186
372,3.720000,-0.228550,0.023033,-0.997229
373,3.730000,-0.228538,0.023098,-0.997181
374,3.740000,-0.228530,0.023106,-0.997149
375,3.750000,-0.228534,0.023106,-0.997159
376,3.760000,-0.228544,0.023085,-0.997180
377,3.770000,-0.228552,0.023040,-0.997241
378,3.780000,-0.228548,0.023004,-0.997272
379,3.790000,-0.228560,0.023078,-0.997187
380,3.800000,-0.228546,0.023079,-0.997180
381,3.810000,-0.228551,0.023104,-0.997165
382,3.820000,-0.228541,0.023149,-0.997115
383,3.830000,-0.228546,0.023069,-0.997191
384,3.840000,-0.228565,0.023088,-0.997188
385,3.850000,-0.228512,0.023170,-0.997091
386,3.860000,-0.228526,0.023138,-0.997119
387,3.870000,-0.228538,0.023088,-0.997186
388,3.880000,-0.228531,0.023131,-0.997120
389,3.890000,-0.228544,0.023092,-0.997200
390,3.900000,-0.228560,0.023048,-0.997228
391,3.910000,-0.228551,0.023023,-0.997246
392,3.920000,-0.228539,0.023081,-0.997185
393,3.930000,-0.228556,0.023005,-0.997265
394,3.940000,-0.228566,0.023063,-0.997214
395,3.950000,-0.228557,0.023106,-0.997191
396,3.960000,-0.228539,0.023081,-0.997169
397,3.970000,-0.228554,0.023057,-0.997209
398,3.980000,-0.228551,0.023065,-0.997228
399,3.990000,-0.228524,0.023127,-0.997128
400,4.000000,-0.228519,0.023115,-0.997169
401,4.010000,-0.228540,0.023087,-0.997200
402,4.020000,-0.228550,0.023075,-0.997190
403,4.030000,-0.228550,0.022997,-0.997263
404,4.040000,-0.228556,0.023064,-0.997211
405,4.050000,-0.228578,0.023000,-0.997273
406,4.060000,-0.228557,0.023062,-0.997213
407,4.070000,-0.228533,0.023112,-0.997170
408,4.080000,-0.228507,0.023156,-0.997099
409,4.090000,-0.228526,0.023066,-0.997189
410,4.100000,-0.228546,0.023075,-0.997210
411,4.110000,-0.228570,0.023008,-0.997286
412,4.120000,-0.228536,0.023112,-0.997159
413,4.130000,-0.228516,0.023172,-0.997084
414,4.140000,-0.228541,0.023030,-0.997222
415,4.150000,-0.228513,0.023088,-0.997154
416,4.160000,-0.228547,0.023071,-0.997194
417,4.170000,-0.228552,0.023097,-0.997172
418,4.180000,-0.228578,0.022958,-0.997324
419,4.190000,-0.228558,0.023067,-0.997238
420,4.200000,-0.228564,0.023109,-0.997157
421,4.210000,-0.228563,0.023046,-0.997238
422,4.220000,-0.228548,0.023073,-0.997182
423,4.230000,-0.228516,0.023121,-0.997155
424,4.240000,-0.228560,0.023085,-0.997190
425,4.250000,-0.228525,0.023093,-0.997175
426,4.260000,-0.228549,0.023080,-0.997184
427,4.270000,-0.228575,0.023009,-0.997288
428,4.280000,-0.228574,0.022952,-0.997323
429,4.290000,-0.228543,0.023086,-0.997193
430,4.300000,-0.228535,0.023075,-0.997204
431,4.310000,-0.228562,0.023075,-0.997195
432,4.320000,-0.228527,0.023136,-0.997113
433,4.330000,-0.228542,0.023058,-0.997196
434,4.340000,-0.228570,0.023017,-0.997271
435,4.350000,-0.228535,0.023054,-0.997190
436,4.360000,-0.228537,0.023126,-0.997118
437,4.370000,-0.228543,0.023092,-0.997165
438,4.380000,-0.228527,0.023124,-0.997152
439,4.390000,-0.228543,0.023028,-0.997253
440,4.400000,-0.228549,0.023087,-0.997188
441,4.410000,-0.228547,0.023072,-0.997196
442,4.420000,-0.228541,0.023126,-0.997130
443,4.430000,-0.228551,0.023036,-0.997256
444,4.440000,-0.228539,0.023064,-0.997236
445,4.450000,-0.228543,0.023094,-0.997209
446,4.460000,-0.228564,0.023000,-0.997260
447,4.470000,-0.228539,0.023130,-0.997146
448,4.480000,-0.228557,0.023035,-0.997258
449,4.490000,-0.228554,0.023063,-0.997208
450,4.500000,-0.228548,0.023089,-0.997197
451,4.510000,-0.228532,0.023065,-0.997223
452,4.520000,-0.228553,0.023028,-0.997250
453,4.530000,-0.228532,0.023074,-0.997202
454,4.540000,-0.228541,0.023075,-0.997178
455,4.550000,-0.228567,0.023046,-0.997220
456,4.560000,-0.228549,0.023024,-0.997257
457,4.570000,-0.228537,0.023111,-0.997148
458,4.580000,-0.228524,0.023086,-0.997164
459,4.590000,-0.228559,0.023011,-0.997282
460,4.600000,-0.228545,0.023092,-0.997194
461,4.610000,-0.228524,0.023077,-0.997188
462,4.620000,-0.228549,0.023082,-0.997195
463,4.630000,-0.228559,0.023046,-0.997207
464,4.640000,-0.228557,0.023040,-0.997230
465,4.650000,-0.228539,0.023026,-0.997249
466,4.660000,-0.228561,0.023020,-0.997278
467,4.670000,-0.228556,0.023068,-0.997216
468,4.680000,-0.228532,0.023067,-0.997185
469,4.690000,-0.228551,0.023068,-0.997207
470,4.700000,-0.228521,0.023127,-0.997097
471,4.710000,-0.228561,0.023021,-0.997258
472,4.720000,-0.228559,0.023029,-0.997262
473,4.730000,-0.228534,0.023104,-0.997160
474,4.740000,-0.228550,0.023070,-0.997190
475,4.750000,-0.228531,0.023051,-0.997195
476,4.760000,-0.228512,0.023155,-0.997105
477,4.770000,-0.228559,0.023029,-0.997267
478,4.780000,-0.228516,0.023092,-0.997169
479,4.790000,-0.228548,0.023092,-0.997187
480,4.800000,-0.228531,0.023069,-0.997218
481,4.810000,-0.228547,0.023121,-0.997170
482,4.820000,-0.228559,0.023089,-0.997207
483,4.830000,-0.228548,0.023051,-0.997206
484,4.840000,-0.228530,0.023056,-0.997220
485,4.850000,-0.228555,0.023070,-0.997221
486,4.860000,-0.228554,0.023053,-0.997242
487,4.870000,-0.228572,0.023020,-0.997276
488,4.880000,-0.228529,0.023090,-0.997172
489,4.890000,-0.228556,0.023034,-0.997275
490,4.900000,-0.228549,0.023020,-0.997257
491,4.910000,-0.228549,0.023041,-0.997227
492,4.920000,-0.228549,0.023049,-0.997238
493,4.930000,-0.228541,0.023097,-0.997150
494,4.940000,-0.228561,0.023039,-0.997259
495,4.950000,-0.228565,0.023054,-0.997224
496,4.960000,-0.228558,0.023046,-0.997222
497,4.970000,-0.228540,0.023113,-0.997148
498,4.980000,-0.228529,0.023131,-0.997122
499,4.990000,-0.228535,0.023046,-0.997208
500,5.000000,-0.228531,0.023096,-0.997178
501,5.010000,-0.228546,0.023038,-0.997269
502,5.020000,-0.228536,0.023067,-0.997236
503,5.030000,-0.228547,0.023072,-0.997203
504,5.040000,-0.228554,0.023033,-0.997254
505,5.050000,-0.228521,0.023125,-0.997157
506,5.060000,-0.228512,0.023157,-0.997123
507,5.070000,-0.228547,0.023059,-0.997231
508,5.080000,-0.228550,0.023150,-0.997129
509,5.090000,-0.228555,0.023050,-0.997205
510,5.100000,-0.228525,0.023135,-0.997131
511,5.110000,-0.228535,0.023108,-0.997149
512,5.120000,-0.228547,0.023022,-0.997265
513,5.130000,-0.228528,0.023092,-0.997169
514,5.140000,-0.228543,0.023031,-0.997240
515,5.150000,-0.228529,0.023129,-0.997159
516,5.160000,-0.228552,0.023026,-0.997262
517,5.170000,-0.228530,0.023114,-0.997182
518,5.180000,-0.228530,0.023172,-0.997107
519,5.190000,-0.228529,0.023088,-0.997156
520,5.200000,-0.228576,0.023009,-0.997277
521,5.210000,-0.228572,0.023017,-0.997288
522,5.220000,-0.228565,0.023038,-0.997253
523,5.230000,-0.228568,0.023075,-0.997206
524,5.240000,-0.228544,0.023093,-0.997205
525,5.250000,-0.228530,0.023113,-0.997171
526,5.260000,-0.228553,0.023059,-0.997242
527,5.270000,-0.228558,0.023094,-0.997169
528,5.280000,-0.228554,0.022982,-0.997288
529,5.290000,-0.228558,0.023062,-0.997234
530,5.300000,-0.228501,0.023158,-0.997118
531,5.310000,-0.228535,0.023145,-0.997131
532,5.320000,-0.228538,0.023087,-0.997211
533,5.330000,-0.228551,0.023070,-0.997195
534,5.340000,-0.228541,0.023129,-0.997152
535,5.350000,-0.228562,0.023021,-0.997262
536,5.360000,-0.228540,0.023076,-0.997213
537,5.370000,-0.228525,0.023102,-0.997162
538,5.380000,-0.228567,0.023028,-0.997252
539,5.390000,-0.228540,0.023121,-0.997162
540,5.400000,-0.228538,0.023085,-0.997214
541,5.410000,-0.228534,0.023121,-0.997189
542,5.420000,-0.228531,0.023187,-0.997120
543,5.430000,-0.228550,0.023096,-0.997219
544,5.440000,-0.228587,0.022975,-0.997331
545,5.450000,-0.228558,0.023133,-0.997205
546,5.460000,-0.228585,0.023079,-0.997244
547,5.470000,-0.228551,0.023101,-0.997223
548,5.480000,-0.228528,0.023189,-0.997165
549,5.490000,-0.228575,0.023045,-0.997342
550,5.500000,-0.228473,0.023213,-0.997164
551,5.510000,-0.228505,0.023141,-0.997261
552,5.520000,-0.228552,0.023138,-0.997304
553,5.530000,-0.228514,0.023238,-0.997294
554,5.540000,-0.228566,0.023208,-0.997296
555,5.550000,-0.228606,0.023225,-0.997309
556,5.560000,-0.228635,0.023261,-0.997247
557,5.570000,-0.228640,0.023246,-0.997288
558,5.580000,-0.228688,0.023139,-0.997476
559,5.590000,-0.228660,0.023230,-0.997426
560,5.600000,-0.228638,0.023308,-0.997451
