Format Version,1.23,Take Name,Take 2024-04-18 09.52.19 AM_015,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-04-18 09.58.08.915 AM,Capture Start Frame,4726891,Total Frames in Take,3203,Total Exported Frames,3203,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker
39,0.390000,-0.204972,0.023774,-1.044188
40,0.400000,-0.204944,0.023846,-1.044071
41,0.410000,-0.204939,0.023870,-1.044064
42,0.420000,-0.204928,0.023903,-1.044037
43,0.430000,-0.204942,0.023820,-1.044093
44,0.440000,-0.204931,0.023879,-1.044049
45,0.450000,-0.204950,0.023854,-1.044132
46,0.460000,-0.204919,0.023906,-1.044017
47,0.470000,-0.204959,0.023794,-1.044168
48,0.480000,-0.204921,0.023908,-1.044024
49,0.490000,-0.204944,0.023831,-1.044114
50,0.500000,-0.204912,0.023918,-1.044017
51,0.510000,-0.204932,0.023835,-1.044106
52,0.520000,-0.204978,0.023810,-1.044134
53,0.530000,-0.204939,0.023898,-1.044032
54,0.540000,-0.204931,0.023885,-1.044038
55,0.550000,-0.204949,0.023858,-1.044083
56,0.560000,-0.204937,0.023869,-1.044082
57,0.570000,-0.204922,0.023880,-1.044073
58,0.580000,-0.204961,0.023796,-1.044156
59,0.590000,-0.204937,0.023856,-1.044078
60,0.600000,-0.204948,0.023800,-1.044141
61,0.610000,-0.204937,0.023840,-1.044105
62,0.620000,-0.204951,0.023844,-1.044100
63,0.630000,-0.204976,0.023824,-1.044139
64,0.640000,-0.204962,0.023861,-1.044077
65,0.650000,-0.204956,0.023827,-1.044115
66,0.660000,-0.204949,0.023795,-1.044156
67,0.670000,-0.204954,0.023809,-1.044116
68,0.680000,-0.204947,0.023796,-1.044143
69,0.690000,-0.204949,0.023808,-1.044151
70,0.700000,-0.204950,0.023853,-1.044106
71,0.710000,-0.204989,0.023705,-1.044267
72,0.720000,-0.204949,0.023843,-1.044113
73,0.730000,-0.204937,0.023847,-1.044081
74,0.740000,-0.204935,0.023856,-1.044085
75,0.750000,-0.204958,0.023835,-1.044094
76,0.760000,-0.204947,0.023878,-1.044050
77,0.770000,-0.204951,0.023868,-1.044094
78,0.780000,-0.204961,0.023829,-1.044112
79,0.790000,-0.204961,0.023833,-1.044112
80,0.800000,-0.204963,0.023837,-1.044117
81,0.810000,-0.204950,0.023795,-1.044139
82,0.820000,-0.204960,0.023827,-1.044115
83,0.830000,-0.204929,0.023890,-1.044026
84,0.840000,-0.204971,0.023755,-1.044188
85,0.850000,-0.204953,0.023846,-1.044087
86,0.860000,-0.204963,0.023815,-1.044144
87,0.870000,-0.204979,0.023770,-1.044197
88,0.880000,-0.204962,0.023795,-1.044152
89,0.890000,-0.204939,0.023851,-1.044095
90,0.900000,-0.204960,0.023804,-1.044148
91,0.910000,-0.204938,0.023787,-1.044135
92,0.920000,-0.204988,0.023791,-1.044170
93,0.930000,-0.204947,0.023847,-1.044107
94,0.940000,-0.204956,0.023797,-1.044167
95,0.950000,-0.204941,0.023881,-1.044067
96,0.960000,-0.204933,0.023850,-1.044084
97,0.970000,-0.204960,0.023860,-1.044108
98,0.980000,-0.204935,0.023840,-1.044088
99,0.990000,-0.204924,0.023886,-1.044080
100,1.000000,-0.204956,0.023814,-1.044147
101,1.010000,-0.204957,0.023786,-1.044160
102,1.020000,-0.204941,0.023817,-1.044135
103,1.030000,-0.204957,0.023835,-1.044102
104,1.040000,-0.204943,0.023805,-1.044147
105,1.050000,-0.204945,0.023867,-1.044071
106,1.060000,-0.204977,0.023736,-1.044192
107,1.070000,-0.204945,0.023826,-1.044106
108,1.080000,-0.204980,0.023767,-1.044153
109,1.090000,-0.204927,0.023907,-1.044047
110,1.100000,-0.204984,0.023789,-1.044186
111,1.110000,-0.204946,0.023854,-1.044068
112,1.120000,-0.204972,0.023768,-1.044199
113,1.130000,-0.204961,0.023786,-1.044168
114,1.140000,-0.204977,0.023733,-1.044230
115,1.150000,-0.204959,0.023837,-1.044071
116,1.160000,-0.204918,0.023932,-1.043981
117,1.170000,-0.204959,0.023848,-1.044100
118,1.180000,-0.204953,0.023848,-1.044105
119,1.190000,-0.204954,0.023847,-1.044102
120,1.200000,-0.204943,0.023871,-1.044091
121,1.210000,-0.204963,0.023801,-1.044153
122,1.220000,-0.204931,0.023865,-1.044051
123,1.230000,-0.204940,0.023805,-1.044125
124,1.240000,-0.204942,0.023821,-1.044136
125,1.250000,-0.204944,0.023918,-1.044037
126,1.260000,-0.204953,0.023848,-1.044086
127,1.270000,-0.204953,0.023810,-1.044132
128,1.280000,-0.204940,0.023895,-1.044043
129,1.290000,-0.204940,0.023895,-1.044042
130,1.300000,-0.204951,0.023863,-1.044086
131,1.310000,-0.204959,0.023794,-1.044154
132,1.320000,-0.204967,0.023817,-1.044122
133,1.330000,-0.204944,0.023862,-1.044076
134,1.340000,-0.204938,0.023856,-1.044068
135,1.350000,-0.204944,0.023849,-1.044107
136,1.360000,-0.204943,0.023870,-1.044068
137,1.370000,-0.204954,0.023842,-1.044072
138,1.380000,-0.204952,0.023812,-1.044127
139,1.390000,-0.204973,0.023812,-1.044117
140,1.400000,-0.204935,0.023837,-1.044108
141,1.410000,-0.204954,0.023800,-1.044149
142,1.420000,-0.204955,0.023761,-1.044188
143,1.430000,-0.204950,0.023833,-1.044100
144,1.440000,-0.204933,0.023865,-1.044051
145,1.450000,-0.204973,0.023778,-1.044156
146,1.460000,-0.204955,0.023804,-1.044120
147,1.470000,-0.204966,0.023799,-1.044160
148,1.480000,-0.204944,0.023858,-1.044091
149,1.490000,-0.204943,0.023831,-1.044082
150,1.500000,-0.204945,0.023845,-1.044097
151,1.510000,-0.204957,0.023821,-1.044100
152,1.520000,-0.204942,0.023835,-1.044120
153,1.530000,-0.204971,0.023817,-1.044146
154,1.540000,-0.204942,0.023824,-1.044102
155,1.550000,-0.204947,0.023869,-1.044053
156,1.560000,-0.204969,0.023807,-1.044132
157,1.570000,-0.204957,0.023836,-1.044094
158,1.580000,-0.204976,0.023753,-1.044176
159,1.590000,-0.204938,0.023796,-1.044126
160,1.600000,-0.204954,0.023838,-1.044105
161,1.610000,-0.204944,0.023807,-1.044129
162,1.620000,-0.204922,0.023878,-1.044043
163,1.630000,-0.204944,0.023862,-1.044038
164,1.640000,-0.204942,0.023849,-1.044049
165,1.650000,-0.204942,0.023851,-1.044059
166,1.660000,-0.204986,0.023752,-1.044188
167,1.670000,-0.204950,0.023831,-1.044110
168,1.680000,-0.204943,0.023855,-1.044067
169,1.690000,-0.204976,0.023725,-1.044216
170,1.700000,-0.204970,0.023762,-1.044177
171,1.710000,-0.204940,0.023839,-1.044070
172,1.720000,-0.204952,0.023787,-1.044150
173,1.730000,-0.204966,0.023788,-1.044145
174,1.740000,-0.204971,0.023788,-1.044159
175,1.750000,-0.204936,0.023845,-1.044088
176,1.760000,-0.204936,0.023852,-1.044063
177,1.770000,-0.204972,0.023770,-1.044185
178,1.780000,-0.204947,0.023801,-1.044119
179,1.790000,-0.204956,0.023797,-1.044159
180,1.800000,-0.204938,0.023859,-1.044079
181,1.810000,-0.204962,0.023786,-1.044125
182,1.820000,-0.204957,0.023816,-1.044108
183,1.830000,-0.204967,0.023829,-1.044111
184,1.840000,-0.204966,0.023753,-1.044193
185,1.850000,-0.204955,0.023843,-1.044080
186,1.860000,-0.204941,0.023823,-1.044102
187,1.870000,-0.204964,0.023799,-1.044134
188,1.880000,-0.204973,0.023764,-1.044181
189,1.890000,-0.204938,0.023866,-1.044064
190,1.900000,-0.204965,0.023829,-1.044125
191,1.910000,-0.204950,0.023852,-1.044081
192,1.920000,-0.204953,0.023739,-1.044179
193,1.930000,-0.204947,0.023812,-1.044111
194,1.940000,-0.204951,0.023752,-1.044205
195,1.950000,-0.204958,0.023829,-1.044114
196,1.960000,-0.204958,0.023811,-1.044146
197,1.970000,-0.204980,0.023788,-1.044153
198,1.980000,-0.204951,0.023802,-1.044151
199,1.990000,-0.204967,0.023797,-1.044139
200,2.000000,-0.204924,0.023910,-1.044005
201,2.010000,-0.204919,0.023911,-1.044019
202,2.020000,-0.204976,0.023797,-1.044153
203,2.030000,-0.204922,0.023840,-1.044070
204,2.040000,-0.204962,0.023775,-1.044189
205,2.050000,-0.204928,0.023872,-1.044047
206,2.060000,-0.204922,0.023888,-1.044053
207,2.070000,-0.204931,0.023887,-1.044051
208,2.080000,-0.204939,0.023865,-1.044074
209,2.090000,-0.204930,0.023856,-1.044084
210,2.100000,-0.204941,0.023860,-1.044075
211,2.110000,-0.204955,0.023816,-1.044096
212,2.120000,-0.204967,0.023783,-1.044164
213,2.130000,-0.204954,0.023860,-1.044091
214,2.140000,-0.204955,0.023810,-1.044128
215,2.150000,-0.204961,0.023819,-1.044127
216,2.160000,-0.204927,0.023829,-1.044122
217,2.170000,-0.204978,0.023728,-1.044210
218,2.180000,-0.204954,0.023864,-1.044057
219,2.190000,-0.204970,0.023829,-1.044106
220,2.200000,-0.204993,0.023683,-1.044295
221,2.210000,-0.204944,0.023824,-1.044116
222,2.220000,-0.204995,0.023765,-1.044188
223,2.230000,-0.204945,0.023826,-1.044077
224,2.240000,-0.204966,0.023768,-1.044185
225,2.250000,-0.204925,0.023845,-1.044108
226,2.260000,-0.204929,0.023827,-1.044100
227,2.270000,-0.204967,0.023776,-1.044165
228,2.280000,-0.204987,0.023758,-1.044200
229,2.290000,-0.204934,0.023830,-1.044105
230,2.300000,-0.204974,0.023801,-1.044155
231,2.310000,-0.204926,0.023871,-1.044044
232,2.320000,-0.204956,0.023890,-1.044052
233,2.330000,-0.204975,0.023793,-1.044135
234,2.340000,-0.204933,0.023835,-1.044098
235,2.350000,-0.204943,0.023891,-1.044058
236,2.360000,-0.204946,0.023812,-1.044140
237,2.370000,-0.204966,0.023777,-1.044191
238,2.380000,-0.204942,0.023821,-1.044105
239,2.390000,-0.204985,0.023731,-1.044208
240,2.400000,-0.204994,0.023771,-1.044194
241,2.410000,-0.204965,0.023773,-1.044177
242,2.420000,-0.204921,0.023872,-1.044068
243,2.430000,-0.204952,0.023829,-1.044108
244,2.440000,-0.204939,0.023867,-1.044086
245,2.450000,-0.204940,0.023815,-1.044139
246,2.460000,-0.204948,0.023804,-1.044135
247,2.470000,-0.204945,0.023834,-1.044111
248,2.480000,-0.204942,0.023845,-1.044099
249,2.490000,-0.204978,0.023813,-1.044133
250,2.500000,-0.204962,0.023758,-1.044184
251,2.510000,-0.204968,0.023800,-1.044163
252,2.520000,-0.204968,0.023805,-1.044132
253,2.530000,-0.204925,0.023874,-1.044059
254,2.540000,-0.204957,0.023849,-1.044075
255,2.550000,-0.204968,0.023796,-1.044127
256,2.560000,-0.204949,0.023793,-1.044141
257,2.570000,-0.204978,0.023791,-1.044133
258,2.580000,-0.204958,0.023845,-1.044098
259,2.590000,-0.204951,0.023845,-1.044077
260,2.600000,-0.204956,0.023826,-1.044118
261,2.610000,-0.204955,0.023817,-1.044104
262,2.620000,-0.204961,0.023749,-1.044209
263,2.630000,-0.204942,0.023823,-1.044096
264,2.640000,-0.204939,0.023868,-1.044068
265,2.650000,-0.204987,0.023756,-1.044175
266,2.660000,-0.204931,0.023876,-1.044042
267,2.670000,-0.204970,0.023786,-1.044168
268,2.680000,-0.204962,0.023804,-1.044151
269,2.690000,-0.204940,0.023838,-1.044096
270,2.700000,-0.204958,0.023810,-1.044135
271,2.710000,-0.204945,0.023849,-1.044099
272,2.720000,-0.204947,0.023811,-1.044137
273,2.730000,-0.204966,0.023822,-1.044114
274,2.740000,-0.204932,0.023869,-1.044073
275,2.750000,-0.204937,0.023859,-1.044084
276,2.760000,-0.204926,0.023960,-1.043962
277,2.770000,-0.204957,0.023847,-1.044088
278,2.780000,-0.204978,0.023793,-1.044128
279,2.790000,-0.204967,0.023750,-1.044192
280,2.800000,-0.204933,0.023888,-1.044052
281,2.810000,-0.204955,0.023858,-1.044111
282,2.820000,-0.204946,0.023848,-1.044099
283,2.830000,-0.204977,0.023787,-1.044169
284,2.840000,-0.204926,0.023883,-1.044056
285,2.850000,-0.204964,0.023787,-1.044164
286,2.860000,-0.204972,0.023804,-1.044162
287,2.870000,-0.204956,0.023858,-1.044101
288,2.880000,-0.204961,0.023805,-1.044146
289,2.890000,-0.204965,0.023837,-1.044117
290,2.900000,-0.204968,0.023789,-1.044160
291,2.910000,-0.204975,0.023798,-1.044166
292,2.920000,-0.204958,0.023814,-1.044159
293,2.930000,-0.204921,0.023850,-1.044054
294,2.940000,-0.204920,0.023843,-1.044089
295,2.950000,-0.204946,0.023849,-1.044099
296,2.960000,-0.204948,0.023812,-1.044113
297,2.970000,-0.204957,0.023845,-1.044098
298,2.980000,-0.204967,0.023813,-1.044121
299,2.990000,-0.204977,0.023798,-1.044164
300,3.000000,-0.204948,0.023800,-1.044156
301,3.010000,-0.204926,0.023878,-1.044031
302,3.020000,-0.205026,0.023657,-1.044321
303,3.030000,-0.204920,0.023849,-1.044106
304,3.040000,-0.204966,0.023784,-1.044169
305,3.050000,-0.204969,0.023793,-1.044166
306,3.060000,-0.204958,0.023835,-1.044114
307,3.070000,-0.204969,0.023767,-1.044171
308,3.080000,-0.204985,0.023727,-1.044222
309,3.090000,-0.204936,0.023872,-1.044054
310,3.100000,-0.204946,0.023849,-1.044088
311,3.110000,-0.204975,0.023782,-1.044171
312,3.120000,-0.204949,0.023804,-1.044128
313,3.130000,-0.204951,0.023857,-1.044088
314,3.140000,-0.204962,0.023812,-1.044146
315,3.150000,-0.204960,0.023803,-1.044134
316,3.160000,-0.204943,0.023890,-1.044059
317,3.170000,-0.204948,0.023807,-1.044114
318,3.180000,-0.204965,0.023792,-1.044119
319,3.190000,-0.204955,0.023821,-1.044136
320,3.200000,-0.204969,0.023805,-1.044142
321,3.210000,-0.204953,0.023898,-1.044005
322,3.220000,-0.204966,0.023784,-1.044174
323,3.230000,-0.204923,0.023923,-1.044019
324,3.240000,-0.204945,0.023826,-1.044130
325,3.250000,-0.204966,0.023780,-1.044175
326,3.260000,-0.204950,0.023839,-1.044083
327,3.270000,-0.204934,0.023876,-1.044039
328,3.280000,-0.204973,0.023823,-1.044156
329,3.290000,-0.204954,0.023868,-1.044111
330,3.300000,-0.204961,0.023756,-1.044166
331,3.310000,-0.204942,0.023854,-1.044084
332,3.320000,-0.204936,0.023888,-1.044016
333,3.330000,-0.204966,0.023801,-1.044154
334,3.340000,-0.204940,0.023815,-1.044103
335,3.350000,-0.204961,0.023793,-1.044162
336,3.360000,-0.204957,0.023764,-1.044185
337,3.370000,-0.204938,0.023868,-1.044061
338,3.380000,-0.204956,0.023829,-1.044100
339,3.390000,-0.204931,0.023930,-1.043979
340,3.400000,-0.204981,0.023815,-1.044126
341,3.410000,-0.204921,0.023895,-1.044032
342,3.420000,-0.204967,0.023785,-1.044174
343,3.430000,-0.204954,0.023785,-1.044152
344,3.440000,-0.204941,0.023885,-1.044053
345,3.450000,-0.204944,0.023890,-1.044038
346,3.460000,-0.204944,0.023884,-1.044039
347,3.470000,-0.204951,0.023827,-1.044113
348,3.480000,-0.204956,0.023854,-1.044100
349,3.490000,-0.204959,0.023849,-1.044088
350,3.500000,-0.204928,0.023892,-1.044043
351,3.510000,-0.204942,0.023834,-1.044085
352,3.520000,-0.204961,0.023780,-1.044143
353,3.530000,-0.204989,0.023781,-1.044174
354,3.540000,-0.204949,0.023834,-1.044124
355,3.550000,-0.204966,0.023808,-1.044138
356,3.560000,-0.204943,0.023896,-1.044046
357,3.570000,-0.204963,0.023763,-1.044168
358,3.580000,-0.204971,0.023808,-1.044146
359,3.590000,-0.204959,0.023804,-1.044127
360,3.600000,-0.204944,0.023832,-1.044074
361,3.610000,-0.204967,0.023795,-1.044155
362,3.620000,-0.204983,0.023798,-1.044156
363,3.630000,-0.204945,0.023858,-1.044095
364,3.640000,-0.204958,0.023823,-1.044129
365,3.650000,-0.204964,0.023783,-1.044154
366,3.660000,-0.204974,0.023795,-1.044154
367,3.670000,-0.204965,0.023804,-1.044136
368,3.680000,-0.204981,0.023809,-1.044147
369,3.690000,-0.204981,0.023779,-1.044157
370,3.700000,-0.204941,0.023839,-1.044126
371,3.710000,-0.204954,0.023878,-1.044059
372,3.720000,-0.204967,0.023738,-1.044198
373,3.730000,-0.204975,0.023825,-1.044144
374,3.740000,-0.204962,0.023829,-1.044108
375,3.750000,-0.204950,0.023850,-1.044097
376,3.760000,-0.204944,0.023864,-1.044086
377,3.770000,-0.204985,0.023726,-1.044230
378,3.780000,-0.204947,0.023904,-1.044043
379,3.790000,-0.204921,0.023883,-1.044018
380,3.800000,-0.204992,0.023789,-1.044162
381,3.810000,-0.204942,0.023859,-1.044081
382,3.820000,-0.204950,0.023838,-1.044089
383,3.830000,-0.204948,0.023881,-1.044058
384,3.840000,-0.204936,0.023861,-1.044053
385,3.850000,-0.204988,0.023765,-1.044188
386,3.860000,-0.204961,0.023873,-1.044045
387,3.870000,-0.204956,0.023787,-1.044165
388,3.880000,-0.204968,0.023842,-1.044109
389,3.890000,-0.204966,0.023816,-1.044106
390,3.900000,-0.204946,0.023907,-1.044009
391,3.910000,-0.204952,0.023868,-1.044072
392,3.920000,-0.204939,0.023860,-1.044082
393,3.930000,-0.204965,0.023793,-1.044179
394,3.940000,-0.204937,0.023906,-1.044026
395,3.950000,-0.204982,0.023771,-1.044180
396,3.960000,-0.204980,0.023782,-1.044177
397,3.970000,-0.204945,0.023825,-1.044101
398,3.980000,-0.204986,0.023766,-1.044151
399,3.990000,-0.204952,0.023842,-1.044116
400,4.000000,-0.204991,0.023717,-1.044237
401,4.010000,-0.204980,0.023863,-1.044060
402,4.020000,-0.204959,0.023791,-1.044171
403,4.030000,-0.204980,0.023746,-1.044205
404,4.040000,-0.204964,0.023849,-1.044099
405,4.050000,-0.204985,0.023775,-1.044190
406,4.060000,-0.204944,0.023818,-1.044107
407,4.070000,-0.204962,0.023763,-1.044144
408,4.080000,-0.204963,0.023852,-1.044107
409,4.090000,-0.204948,0.023793,-1.044141
410,4.100000,-0.204940,0.023806,-1.044105
411,4.110000,-0.204965,0.023805,-1.044132
412,4.120000,-0.204957,0.023858,-1.044065
413,4.130000,-0.204964,0.023767,-1.044186
414,4.140000,-0.204983,0.023800,-1.044168
415,4.150000,-0.204973,0.023743,-1.044190
416,4.160000,-0.204952,0.023805,-1.044149
417,4.170000,-0.204965,0.023788,-1.044154
418,4.180000,-0.204991,0.023746,-1.044197
419,4.190000,-0.204962,0.023846,-1.044079
420,4.200000,-0.204953,0.023803,-1.044133
421,4.210000,-0.204981,0.023763,-1.044229
422,4.220000,-0.204965,0.023767,-1.044176
423,4.230000,-0.204951,0.023833,-1.044112
424,4.240000,-0.204982,0.023769,-1.044183
425,4.250000,-0.204944,0.023880,-1.044025
426,4.260000,-0.204955,0.023878,-1.044061
427,4.270000,-0.204966,0.023822,-1.044156
428,4.280000,-0.204967,0.023785,-1.044151
429,4.290000,-0.204956,0.023849,-1.044093
430,4.300000,-0.204955,0.023848,-1.044088
431,4.310000,-0.204969,0.023808,-1.044156
432,4.320000,-0.204974,0.023777,-1.044156
433,4.330000,-0.204949,0.023878,-1.044065
434,4.340000,-0.204939,0.023846,-1.044094
435,4.350000,-0.204953,0.023791,-1.044163
436,4.360000,-0.204965,0.023815,-1.044155
437,4.370000,-0.204986,0.023701,-1.044266
438,4.380000,-0.204964,0.023890,-1.044065
439,4.390000,-0.204964,0.023815,-1.044125
440,4.400000,-0.204938,0.023860,-1.044088
441,4.410000,-0.204932,0.023888,-1.044048
442,4.420000,-0.204953,0.023799,-1.044137
443,4.430000,-0.204957,0.023844,-1.044067
444,4.440000,-0.204955,0.023826,-1.044102
445,4.450000,-0.204957,0.023787,-1.044168
446,4.460000,-0.204976,0.023786,-1.044164
447,4.470000,-0.204943,0.023837,-1.044094
448,4.480000,-0.204958,0.023824,-1.044121
449,4.490000,-0.204976,0.023732,-1.044240
450,4.500000,-0.204962,0.023801,-1.044152
451,4.510000,-0.204981,0.023819,-1.044148
452,4.520000,-0.204952,0.023826,-1.044107
453,4.530000,-0.204941,0.023822,-1.044124
454,4.540000,-0.204978,0.023780,-1.044168
455,4.550000,-0.204989,0.023751,-1.044220
456,4.560000,-0.204948,0.023811,-1.044119
457,4.570000,-0.204973,0.023797,-1.044142
458,4.580000,-0.204968,0.023774,-1.044148
459,4.590000,-0.204976,0.023779,-1.044175
460,4.600000,-0.204960,0.023821,-1.044150
461,4.610000,-0.204965,0.023750,-1.044181
462,4.620000,-0.204948,0.023877,-1.044035
463,4.630000,-0.204943,0.023832,-1.044081
464,4.640000,-0.204960,0.023880,-1.044069
465,4.650000,-0.204958,0.023832,-1.044128
466,4.660000,-0.204941,0.023795,-1.044122
467,4.670000,-0.204949,0.023814,-1.044120
468,4.680000,-0.204950,0.023828,-1.044122
469,4.690000,-0.204964,0.023814,-1.044159
470,4.700000,-0.204978,0.023796,-1.044168
471,4.710000,-0.204958,0.023813,-1.044133
472,4.720000,-0.204954,0.023823,-1.044109
473,4.730000,-0.204938,0.023858,-1.044058
474,4.740000,-0.204947,0.023870,-1.044069
475,4.750000,-0.204956,0.023786,-1.044178
476,4.760000,-0.204973,0.023814,-1.044117
477,4.770000,-0.204965,0.023843,-1.044089
478,4.780000,-0.204968,0.023793,-1.044148
479,4.790000,-0.204953,0.023857,-1.044082
480,4.800000,-0.204954,0.023791,-1.044128
481,4.810000,-0.204944,0.023830,-1.044102
482,4.820000,-0.204961,0.023792,-1.044164
483,4.830000,-0.204959,0.023807,-1.044130
484,4.840000,-0.204983,0.023767,-1.044172
485,4.850000,-0.204963,0.023875,-1.044054
486,4.860000,-0.204972,0.023784,-1.044177
487,4.870000,-0.204956,0.023765,-1.044167
488,4.880000,-0.204945,0.023886,-1.044028
489,4.890000,-0.204947,0.023814,-1.044103
490,4.900000,-0.204959,0.023827,-1.044112
491,4.910000,-0.204938,0.023899,-1.044028
492,4.920000,-0.204971,0.023761,-1.044196
493,4.930000,-0.204972,0.023746,-1.044215
494,4.940000,-0.205001,0.023724,-1.044233
495,4.950000,-0.204963,0.023834,-1.044105
496,4.960000,-0.204975,0.023807,-1.044154
497,4.970000,-0.204954,0.023785,-1.044152
498,4.980000,-0.204964,0.023775,-1.044183
499,4.990000,-0.204938,0.023842,-1.044077
500,5.000000,-0.204936,0.023821,-1.044103
501,5.010000,-0.204963,0.023813,-1.044142
502,5.020000,-0.204943,0.023831,-1.044049
503,5.030000,-0.204979,0.023799,-1.044163
504,5.040000,-0.204934,0.023872,-1.044047
505,5.050000,-0.204940,0.023831,-1.044084
506,5.060000,-0.204983,0.023769,-1.044186
507,5.070000,-0.204983,0.023784,-1.044158
508,5.080000,-0.204946,0.023836,-1.044125
509,5.090000,-0.204980,0.023751,-1.044184
510,5.100000,-0.204991,0.023714,-1.044261
511,5.110000,-0.204958,0.023771,-1.044184
512,5.120000,-0.204929,0.023854,-1.044064
513,5.130000,-0.204941,0.023910,-1.044028
514,5.140000,-0.204941,0.023900,-1.044042
515,5.150000,-0.204931,0.023859,-1.044067
516,5.160000,-0.204976,0.023821,-1.044156
517,5.170000,-0.204969,0.023836,-1.044076
518,5.180000,-0.204963,0.023810,-1.044146
519,5.190000,-0.204921,0.023943,-1.043973
520,5.200000,-0.204954,0.023816,-1.044147
521,5.210000,-0.204947,0.023843,-1.044103
522,5.220000,-0.204954,0.023793,-1.044138
523,5.230000,-0.204956,0.023813,-1.044135
524,5.240000,-0.204978,0.023815,-1.044129
525,5.250000,-0.204968,0.023843,-1.044086
526,5.260000,-0.204947,0.023861,-1.044083
527,5.270000,-0.204923,0.023866,-1.044048
528,5.280000,-0.204934,0.023860,-1.044082
529,5.290000,-0.204950,0.023808,-1.044107
530,5.300000,-0.204958,0.023758,-1.044162
531,5.310000,-0.204958,0.023843,-1.044124
532,5.320000,-0.204937,0.023871,-1.044060
533,5.330000,-0.204964,0.023835,-1.044109
534,5.340000,-0.204955,0.023844,-1.044085
535,5.350000,-0.204962,0.023814,-1.044092
536,5.360000,-0.204930,0.023926,-1.043981
537,5.370000,-0.204973,0.023773,-1.044172
538,5.380000,-0.204973,0.023777,-1.044165
539,5.390000,-0.204986,0.023847,-1.044114
540,5.400000,-0.204940,0.023903,-1.044026
541,5.410000,-0.204949,0.023866,-1.044089
542,5.420000,-0.204944,0.023863,-1.044095
543,5.430000,-0.204980,0.023738,-1.044186
544,5.440000,-0.204952,0.023831,-1.044113
545,5.450000,-0.204957,0.023824,-1.044101
546,5.460000,-0.204943,0.023912,-1.044042
547,5.470000,-0.204924,0.023928,-1.044003
548,5.480000,-0.204919,0.023883,-1.044063
549,5.490000,-0.204935,0.023844,-1.044075
550,5.500000,-0.204908,0.023929,-1.043966
551,5.510000,-0.204972,0.023753,-1.044180
552,5.520000,-0.204976,0.023824,-1.044106
553,5.530000,-0.204994,0.023701,-1.044251
554,5.540000,-0.204939,0.023872,-1.044057
555,5.550000,-0.204941,0.023828,-1.044081
556,5.560000,-0.204948,0.023794,-1.044152
557,5.570000,-0.204949,0.023823,-1.044121
558,5.580000,-0.204995,0.023743,-1.044221
559,5.590000,-0.204953,0.023859,-1.044082
560,5.600000,-0.204989,0.023728,-1.044244
561,5.610000,-0.204954,0.023798,-1.044138
